temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy
27.3,28.6,19.2,61.35,0.0,0,14.8,6.0,233,1014.1,3.2,16.0,297,1.1
26.8,28.1,19.2,62.77,0.0,0,16.6,6.1,209,1014.0,3.2,16.0,230,0.8
26.3,26.3,19.8,67.57,0.0,0,16.6,7.9,200,1013.4,3.2,16.0,360,1.3
26.8,28.1,19.2,63.12,0.0,0,16.6,7.9,172,1012.4,6.3,16.0,357,1.3
27.3,28.4,18.8,59.87,0.0,0,18.4,7.6,119,1011.1,85.0,16.0,374,1.3
27.3,28.3,18.4,58.23,0.0,0,18.4,0.2,11,1010.7,90.6,16.0,202,0.7
26.3,26.3,19.7,67.18,0.0,0,16.6,1.3,316,1010.9,89.4,16.0,98,0.4
25.8,25.8,19.9,69.92,0.0,0,14.8,5.5,183,1011.2,99.8,16.0,88,0.3
24.6,24.6,20.8,79.47,0.257,100,13.0,8.0,171,1010.9,56.0,16.0,47,0.2
23.7,23.7,20.7,83.28,0.0,0,13.0,0.0,0,1010.4,98.4,16.0,0,0.0
23.8,23.8,19.9,78.57,0.0,0,11.2,5.4,323,1010.1,99.6,11.7,0,0.0
21.4,21.4,19.3,88.19,0.0,0,11.2,0.6,354,1010.2,91.6,15.8,0,0.0
19.2,19.2,18.4,94.98,0.0,0,9.4,0.2,11,1010.0,87.2,8.8,0,0.0
18.2,18.2,17.8,97.64,0.0,0,9.4,0.0,0,1010.3,26.5,1.6,0,0.0
17.3,17.3,16.5,95.3,0.0,0,9.4,0.6,337,1009.8,2.9,0.7,0,0.0
17.2,17.2,16.9,98.28,0.0,0,11.2,5.7,268,1010.0,1.6,3.1,0,0.0
16.7,16.7,16.5,98.49,0.0,0,11.2,5.5,235,1009.9,1.6,1.6,0,0.0
16.2,16.2,16.0,98.5,0.0,0,7.6,0.0,0,1009.8,0.9,6.7,0,0.0
16.5,16.5,16.3,98.91,0.0,0,5.4,0.0,0,1010.3,0.0,3.3,7,0.0
17.1,17.1,16.6,97.23,0.0,0,7.6,0.6,339,1009.9,19.6,3.3,63,0.2
20.8,20.8,19.9,94.43,0.0,0,9.4,0.0,0,1009.3,2.9,6.7,111,0.4
23.4,23.4,21.1,86.97,0.01,100,9.4,0.0,0,1009.3,32.1,10.4,176,0.6
25.1,25.1,20.6,75.89,0.0,0,14.8,0.0,0,1009.8,29.6,15.9,183,0.7
25.1,25.1,20.0,73.49,0.0,0,18.4,9.1,225,1009.8,56.8,16.0,130,0.5
23.7,23.7,21.0,84.77,0.0,0,22.3,6.0,242,1010.1,90.3,16.0,120,0.4
24.0,24.0,21.1,83.74,0.0,0,24.1,9.7,231,1010.5,100.0,14.3,183,0.7
24.4,24.4,21.0,81.61,0.045,100,27.7,8.3,230,1009.9,100.0,14.2,285,1.0
24.5,24.5,20.4,78.11,0.139,100,27.7,1.3,336,1008.7,98.4,14.3,250,0.9
25.1,25.1,20.0,73.39,0.123,100,27.7,14.8,202,1008.3,89.4,15.9,386,1.4
25.7,25.7,19.2,67.07,0.0,0,27.7,20.3,198,1007.8,48.7,16.0,714,2.6
26.2,26.2,19.1,64.96,0.0,0,27.7,13.5,235,1007.2,47.5,16.0,492,1.8
25.7,25.7,18.2,63.34,0.0,0,25.9,15.5,192,1007.0,24.5,16.0,285,1.0
24.6,24.6,18.7,69.77,0.0,0,22.3,11.6,200,1007.5,77.9,16.0,86,0.3
23.6,23.6,18.4,72.82,0.0,0,18.4,12.0,209,1007.3,36.4,16.0,0,0.0
20.1,20.1,17.5,85.06,1.741,100,40.7,12.8,296,1009.1,98.6,7.0,0,0.0
19.5,19.5,17.9,90.59,3.524,100,33.5,0.5,356,1008.9,100.0,14.6,0,0.0
18.6,18.6,18.0,96.15,0.026,100,13.0,0.0,0,1009.1,100.0,9.1,0,0.0
17.8,17.8,17.2,95.88,0.0,0,11.2,0.6,332,1009.5,45.2,4.5,0,0.0
16.3,16.3,16.0,98.63,0.0,0,13.0,5.9,216,1009.1,7.2,3.1,0,0.0
16.6,16.6,16.5,99.07,0.0,0,13.0,5.4,246,1008.9,54.4,2.0,0,0.0
16.5,16.5,16.0,96.74,0.0,0,13.0,5.8,250,1008.9,6.5,2.8,0,0.0
16.6,16.6,15.9,96.05,0.0,0,14.8,9.4,231,1009.0,0.9,13.2,0,0.0
16.5,16.5,15.9,95.95,0.0,0,16.6,6.0,237,1009.6,0.9,6.4,0,0.0
15.5,15.5,15.3,98.95,0.0,0,16.6,7.6,247,1010.2,0.9,4.8,111,0.4
19.0,19.0,17.2,89.21,0.0,0,18.4,9.7,269,1010.5,0.9,16.0,260,0.9
20.3,20.3,17.3,83.06,0.0,0,20.5,19.5,280,1011.3,77.9,16.0,144,0.5
19.2,19.2,16.8,85.97,0.0,0,22.3,15.8,290,1012.1,99.6,16.0,212,0.8
20.1,20.1,16.2,78.37,0.0,0,24.1,16.0,274,1012.2,99.6,16.0,186,0.7
20.8,20.8,16.6,77.19,0.0,0,27.7,10.8,270,1012.9,99.6,16.0,520,1.9
22.3,22.3,17.1,72.5,0.0,0,27.7,10.3,277,1012.9,98.4,16.0,1078,3.9
23.4,23.4,17.1,68.0,0.0,0,29.5,14.3,277,1013.2,99.6,16.0,258,0.9
25.4,25.4,18.1,63.82,0.0,0,27.7,13.3,251,1013.0,36.4,16.0,837,3.0
25.7,25.7,17.1,59.18,0.0,0,30.0,16.2,264,1013.1,55.6,16.0,272,1.0
25.7,25.7,17.1,59.06,0.0,0,27.7,18.7,250,1013.2,56.8,16.0,645,2.3
24.6,24.6,16.2,59.38,0.0,0,25.9,18.5,266,1013.2,26.5,16.0,459,1.7
24.6,24.6,15.1,55.44,0.0,0,25.9,15.9,262,1013.3,29.6,16.0,288,1.0
24.1,24.1,16.0,60.48,0.0,0,22.3,13.7,261,1013.4,2.9,16.0,93,0.3
21.5,21.5,15.6,69.09,0.0,0,18.4,10.1,262,1013.8,0.9,16.0,5,0.0
18.4,18.4,15.1,81.48,0.0,0,14.8,7.5,263,1014.6,0.9,16.0,0,0.0
16.4,16.4,14.6,88.93,0.0,0,13.0,1.3,333,1015.5,0.9,16.0,0,0.0
16.2,16.2,15.1,93.24,0.0,0,13.0,0.3,355,1015.8,0.0,16.0,0,0.0
13.5,13.5,12.7,94.47,0.0,0,11.2,0.2,355,1016.1,0.0,3.2,0,0.0
13.0,13.0,12.2,95.36,0.0,0,13.0,0.2,356,1016.4,0.0,14.3,0,0.0
13.4,13.4,12.5,94.46,0.0,0,13.0,1.5,343,1016.5,0.0,4.9,0,0.0
12.9,12.9,11.7,92.21,0.0,0,11.2,0.0,0,1016.4,0.0,10.9,0,0.0
12.7,12.7,12.4,98.38,0.0,0,11.2,0.7,340,1016.3,0.0,5.6,0,0.0
12.1,12.1,12.0,98.9,0.0,0,11.2,0.1,357,1016.5,0.5,1.8,5,0.0
13.3,13.3,13.1,98.91,0.0,0,11.2,0.7,337,1017.0,0.5,7.3,97,0.3
17.3,17.3,15.6,89.24,0.0,0,11.2,5.9,228,1017.4,0.9,13.4,265,1.0
20.6,20.6,15.0,70.17,0.0,0,13.0,7.7,310,1017.5,0.9,16.0,454,1.6
22.8,22.8,15.0,61.61,0.0,0,13.0,5.2,0,1017.2,0.9,16.0,613,2.2
23.9,23.9,16.1,61.73,0.0,0,14.8,9.2,260,1017.0,1.6,16.0,765,2.8
25.0,25.0,15.0,53.59,0.0,0,16.6,7.7,263,1017.5,1.6,16.0,842,3.0
26.2,26.2,15.4,51.51,0.0,0,14.8,11.2,262,1017.7,1.6,16.0,889,3.2
27.8,27.9,14.8,45.03,0.0,0,25.9,10.6,326,1017.7,2.9,16.0,895,3.2
26.9,27.1,14.2,45.75,0.0,0,25.9,19.6,240,1017.2,5.9,16.0,853,3.1
28.3,28.7,16.3,48.04,0.0,0,11.2,9.8,240,1016.8,2.9,16.0,786,2.8
28.0,28.3,16.0,48.11,0.0,0,13.0,1.5,0,1016.4,8.4,16.0,135,0.5
28.0,28.3,16.1,48.39,0.0,0,11.2,0.9,326,1015.9,29.6,16.0,503,1.8
27.3,27.8,16.5,51.56,0.0,0,11.2,7.7,233,1015.9,28.3,16.0,253,0.9
26.8,27.7,17.7,57.47,0.0,0,13.0,5.0,266,1015.9,1.6,16.0,93,0.3
24.5,24.5,17.8,66.26,0.0,0,11.2,8.2,134,1015.9,30.8,16.0,0,0.0
22.9,22.9,17.2,70.34,0.0,0,11.2,5.9,152,1016.2,1.2,7.4,0,0.0
20.3,20.3,17.2,82.1,0.0,0,9.4,1.3,40,1016.5,1.6,16.0,0,0.0
17.8,17.8,16.4,91.49,0.0,0,9.4,1.2,42,1016.6,1.6,16.0,0,0.0
20.3,20.3,17.5,83.9,0.0,0,13.0,6.0,177,1016.0,2.9,16.0,0,0.0
19.7,19.7,18.0,89.87,0.0,0,13.0,1.1,46,1016.0,2.9,16.0,0,0.0
17.8,17.8,17.0,94.75,0.0,0,13.0,0.6,325,1015.9,26.5,13.4,0,0.0
17.4,17.4,16.5,94.16,0.0,0,13.0,0.2,350,1016.1,29.6,10.9,0,0.0
18.0,18.0,16.9,93.44,0.0,0,11.2,0.0,0,1016.2,1.5,3.4,0,0.0
16.6,16.6,16.4,98.59,0.0,0,11.2,5.3,231,1016.3,1.5,6.4,0,0.0
18.6,18.6,17.3,92.06,0.0,0,11.2,0.0,0,1016.6,2.9,11.4,65,0.2
20.3,20.3,17.9,86.21,0.0,0,13.0,1.2,315,1016.2,2.9,11.7,255,0.9
22.9,22.9,18.4,75.78,0.0,0,16.6,9.0,190,1016.4,2.9,13.7,439,1.6
25.2,25.2,18.8,67.62,0.0,0,18.4,8.2,201,1016.4,4.7,14.4,874,3.1
27.3,28.4,18.6,59.2,0.0,0,20.5,9.6,246,1016.3,1.6,16.0,743,2.7
28.4,29.2,17.7,52.33,0.0,0,22.3,14.8,245,1016.4,1.6,15.8,921,3.3
28.6,29.5,18.1,53.31,0.0,0,24.1,8.8,230,1016.3,50.2,16.0,1039,3.7
29.0,29.9,18.1,51.94,0.0,0,29.5,12.4,189,1015.8,29.6,15.7,410,1.5
30.1,30.8,17.7,47.23,0.0,0,29.5,12.1,228,1015.4,26.5,15.7,322,1.2
30.1,31.0,18.1,48.46,0.0,0,25.9,15.0,190,1014.7,45.7,16.0,661,2.4
30.2,30.6,17.1,45.27,0.0,0,22.3,16.7,200,1013.9,8.4,15.3,705,2.5
29.6,30.0,17.1,47.09,0.0,0,24.1,13.2,198,1013.6,26.5,15.4,453,1.6
29.1,29.6,17.1,48.57,0.0,0,24.1,15.1,180,1013.5,25.3,16.0,271,1.0
28.0,28.8,17.9,54.33,0.0,0,22.3,11.4,185,1013.4,2.9,16.0,54,0.2
26.8,27.8,18.3,59.75,0.0,0,18.4,6.3,160,1013.8,79.1,16.0,0,0.0
25.1,25.1,18.4,66.15,0.0,0,16.6,9.6,144,1014.2,99.6,14.3,0,0.0
23.4,23.4,18.8,75.68,0.0,0,14.8,0.2,10,1014.2,36.4,16.0,0,0.0
22.1,22.1,19.3,84.23,0.0,0,14.8,0.0,0,1014.0,88.5,16.0,0,0.0
21.1,21.1,18.8,86.75,0.0,0,13.0,0.2,10,1013.9,48.7,16.0,0,0.0
22.9,22.9,19.3,80.43,0.0,0,13.0,14.1,305,1014.1,89.0,16.0,0,0.0
21.8,21.8,19.3,85.95,0.0,0,13.0,5.2,341,1013.3,79.1,16.0,0,0.0
20.9,20.9,19.3,90.92,0.0,0,14.8,0.2,357,1013.1,98.4,14.3,0,0.0
19.8,19.8,19.0,95.14,0.0,0,13.0,4.6,258,1013.2,2.9,13.4,0,0.0
19.8,19.8,19.0,94.83,0.0,0,13.0,5.8,232,1013.5,2.9,13.4,0,0.0
20.4,20.4,19.4,94.06,0.0,0,13.0,7.6,212,1013.5,3.2,10.6,16,0.1
21.4,21.4,20.0,91.67,0.0,0,13.0,0.8,328,1013.7,51.6,10.9,69,0.2
22.9,22.9,20.6,86.96,0.0,0,14.8,1.0,342,1013.7,85.0,10.9,149,0.5
23.9,23.9,20.6,81.95,0.0,0,14.8,0.8,336,1014.1,56.0,11.6,297,1.1
25.0,25.0,20.1,74.14,0.0,0,16.6,0.0,0,1013.9,3.2,15.9,316,1.1
25.7,25.7,21.1,75.71,0.0,0,18.4,5.9,155,1014.1,36.8,13.6,355,1.3
26.7,28.5,21.1,71.17,0.0,0,18.4,8.2,191,1013.8,36.8,15.9,417,1.5
26.2,26.2,21.7,76.08,0.0,0,29.5,16.2,161,1013.5,89.4,14.0,165,0.6
25.9,25.9,21.0,74.78,0.0,0,20.5,11.6,210,1013.6,89.4,15.6,118,0.4
25.9,25.9,20.0,70.09,0.0,0,18.4,9.9,201,1013.0,100.0,15.9,223,0.8
25.8,25.8,20.6,72.93,0.0,0,18.4,6.0,204,1012.6,90.6,15.9,195,0.7
25.2,25.2,21.6,80.65,0.0,0,16.6,6.0,229,1012.5,98.8,13.4,114,0.4
24.5,24.5,22.0,85.98,0.0,0,14.8,5.5,231,1012.0,100.0,15.9,60,0.2
24.5,24.5,22.6,89.06,0.257,100,11.2,0.3,355,1011.8,100.0,9.1,26,0.1
23.0,23.0,21.7,92.24,0.038,100,9.4,1.0,347,1011.7,57.2,11.7,0,0.0
22.9,22.9,21.7,92.97,0.295,100,9.4,7.3,38,1010.4,85.0,8.5,0,0.0
22.3,22.3,21.2,93.62,0.765,100,11.2,11.0,9,1010.0,100.0,8.8,0,0.0
21.8,21.8,20.2,90.51,2.463,100,14.8,11.0,51,1008.8,100.0,15.7,0,0.0
20.9,20.9,19.6,92.37,3.473,100,16.6,14.6,40,1008.2,100.0,5.1,0,0.0
20.8,20.8,19.4,91.93,4.165,100,16.6,13.9,50,1007.3,100.0,6.5,0,0.0
20.1,20.1,19.3,95.39,3.955,100,37.1,18.9,51,1005.9,100.0,8.0,0,0.0
20.0,20.0,19.4,95.97,7.443,100,39.5,21.2,54,1004.2,100.0,2.6,0,0.0
20.1,20.1,18.9,92.89,4.841,100,44.6,15.2,51,1003.4,100.0,6.2,0,0.0
20.2,20.2,18.9,92.68,0.037,100,38.0,23.4,60,1003.1,100.0,15.9,0,0.0
20.2,20.2,18.9,92.68,0.257,100,42.1,18.9,48,1002.4,100.0,15.9,5,0.0
20.2,20.2,19.5,95.54,0.604,100,37.1,17.0,52,1001.7,100.0,11.0,7,0.0
20.9,20.9,20.2,95.77,4.348,100,33.5,15.5,91,1001.7,100.0,3.7,21,0.1
21.2,21.2,20.0,92.81,3.322,100,35.3,25.3,32,1001.9,100.0,8.3,63,0.2
18.0,18.0,17.2,95.57,12.379,100,38.9,26.3,10,1002.6,100.0,1.6,76,0.3
18.4,18.4,17.2,93.03,4.804,100,40.8,29.0,9,1003.1,100.0,7.4,129,0.5
18.0,18.0,16.3,89.96,1.392,100,49.1,24.3,360,1003.7,100.0,8.1,141,0.5
18.4,18.4,16.7,90.1,1.363,100,43.1,24.5,350,1004.6,100.0,14.8,223,0.8
18.8,18.8,16.2,84.84,0.117,100,49.9,24.6,358,1005.2,100.0,15.6,214,0.8
18.9,18.9,16.2,84.38,0.0,0,55.4,29.7,350,1006.4,100.0,16.0,230,0.8
20.0,20.0,16.2,78.81,0.0,0,56.0,26.8,340,1007.3,100.0,16.0,165,0.6
20.0,20.0,16.2,78.59,0.0,0,52.0,24.8,339,1008.7,100.0,16.0,67,0.2
20.1,20.1,16.6,80.52,0.0,0,40.5,19.2,321,1009.7,100.0,15.9,36,0.1
19.5,19.5,16.7,83.87,0.0,0,38.8,16.8,329,1010.8,100.0,16.0,33,0.1
19.0,19.0,16.1,83.36,0.0,0,43.6,17.0,310,1011.1,89.0,16.0,5,0.0
18.9,18.9,15.8,82.1,0.0,0,42.5,13.7,311,1011.9,12.8,16.0,0,0.0
18.1,18.1,15.8,86.63,0.0,0,40.7,13.3,294,1013.1,14.0,16.0,0,0.0
17.4,17.4,15.7,90.01,0.0,0,38.9,14.7,289,1013.7,5.9,16.0,0,0.0
17.4,17.4,15.7,90.09,0.0,0,38.9,10.3,290,1013.8,1.6,16.0,0,0.0
17.3,17.3,16.2,93.37,0.0,0,37.1,11.8,299,1014.2,24.5,16.0,0,0.0
17.8,17.8,16.2,90.14,0.0,0,35.3,11.8,299,1014.4,0.9,16.0,0,0.0
17.2,17.2,16.7,96.75,0.0,0,27.7,7.9,311,1014.9,0.9,16.0,0,0.0
17.2,17.2,16.7,96.75,0.0,0,25.9,9.6,322,1015.2,0.9,14.3,0,0.0
17.9,17.9,17.2,95.54,0.0,0,25.9,11.2,330,1015.9,99.6,11.4,0,0.0
