name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ann Arbor,2023-06-30T11:00:00,24.4,24.4,19.9,76.2,0,0,,0,0,16.6,5.6,220,1013.3,28.3,5.2,645,2.3,6,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T12:00:00,26.6,26.6,20.6,69.8,0,0,,0,0,18.4,5.4,232,1013.2,44.4,6,608,2.2,6,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T13:00:00,27.8,29.7,20.6,65.13,0,0,,0,0,20.5,4.9,323,1013.1,55.6,6,719,2.6,7,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T14:00:00,29.3,30.9,19.6,55.98,0,0,,0,0,20.5,6.7,294,1012.4,29.6,7.9,891,3.2,9,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T15:00:00,30.4,32.1,19.5,52.15,0,0,,0,0,13,8.6,232,1012.3,12.8,9.9,760,2.7,8,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T16:00:00,29.4,31,19.6,55.76,0,0,,0,0,14.8,11.1,297,1012.6,28.3,10.9,578,2.1,6,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T17:00:00,29.9,31.4,19.2,52.56,0,0,,0,0,31.7,15,243,1012.5,12.8,11,472,1.7,5,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T18:00:00,29.9,31.6,19.7,54.3,0,0,,0,0,24.1,10.9,224,1012.2,2.9,10.1,344,1.2,3,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T19:00:00,28.4,30.8,21.2,64.95,0,0,,0,0,20.5,14,208,1012.2,79.1,8.4,160,0.6,2,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T20:00:00,27.3,29.3,21.2,69.38,0,0,,0,0,18.4,10.1,189,1011.3,2.9,8.4,69,0.2,1,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T21:00:00,25.2,25.2,21.2,78.58,0,0,,0,0,18.4,7.6,229,1011.5,2.9,8.2,16,0.1,0,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T22:00:00,25.2,25.2,20.7,76.12,0,0,,0,0,14.8,10,235,1012.3,89,10.1,2,0,0,30,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-06-30T23:00:00,24.2,24.2,19.6,75.57,0,0,,0,0,14.8,8.3,238,1012.9,8.8,10.1,2,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-01T00:00:00,23.1,23.1,19.6,80.42,0,0,,0,0,13,8.1,231,1012.7,79.5,10.1,2,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-01T01:00:00,22.1,22.1,19.5,85.21,0,0,,0,0,11.2,1.3,332,1012.7,46,8.5,1,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-01T02:00:00,22,22,19.5,85.99,0,0,,0,0,11.2,1.2,331,1012.5,79.5,8.3,1,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-01T03:00:00,21.5,21.5,19.5,88.3,0,0,,0,0,9.4,8.4,190,1012.2,3.2,8.4,0,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-01T04:00:00,19.5,19.5,18.8,95.49,0,0,,0,0,9.4,0.1,357,1012.7,12,4.7,0,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889"
Ann Arbor,2023-07-01T05:00:00,18.2,18.2,17.7,96.91,0,0,,0,0,7.6,0.1,5,1012.1,1.6,4.3,0,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889"
Ann Arbor,2023-07-01T06:00:00,17.7,17.7,17,96.11,0,0,,0,0,7.6,1.1,30,1012.2,56.8,2.4,4,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-01T07:00:00,19,19,18.1,94.53,0,0,,0,0,7.6,5.6,119,1012.4,5.8,3.4,35,0.1,0,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,F8857,KDTW"
Ann Arbor,2023-07-01T08:00:00,21.9,21.9,19.9,88.59,0,0,,0,0,9.4,1.1,314,1012.3,3.2,4.8,154,0.6,2,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T09:00:00,23.9,23.9,20.6,81.38,0,0,,0,0,11.2,9.8,181,1012.2,2.9,8.9,338,1.2,3,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T10:00:00,25.1,25.1,20.1,73.65,0,0,,0,0,13,9,195,1012.5,29.6,8.5,425,1.5,4,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T11:00:00,26.2,26.2,20.6,71.24,0,0,,0,0,14.8,7.8,209,1012.3,3.2,8.7,355,1.3,4,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T12:00:00,26.8,28.4,20.7,69.16,0,0,,0,0,14.8,11.2,199,1012.2,46,10.4,465,1.7,5,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T13:00:00,26.8,28.4,20.6,69.01,0,0,,0,0,16.6,12.4,182,1011.5,36.4,10.1,399,1.4,4,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T14:00:00,25.8,25.8,20.6,73,0,0,,0,0,16.6,9.9,215,1011.4,83.9,11.2,158,0.6,2,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T15:00:00,21.2,21.2,19.4,89.1,1.666,100,rain,0,0,47.9,0.6,343,1011.5,100,7.5,57,0.2,1,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-01T16:00:00,22.9,22.9,20.7,87.14,0.564,100,rain,0,0,18.4,6.2,31,1010.5,57.2,16,302,1.1,3,10,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T17:00:00,24.4,24.4,20.7,79.69,0.257,100,rain,0,0,16.6,4.6,129,1009.9,36,16,480,1.7,5,10,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T18:00:00,26,26,19.7,67.94,0,0,,0,0,14.8,7.9,173,1010,25.1,16,427,1.5,4,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T19:00:00,25.1,25.1,20.8,77.1,0,0,,0,0,14.8,8.4,184,1009,4.5,16,230,0.8,2,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T20:00:00,25,25,21.1,79.21,0,0,,0,0,13,5.6,172,1009.2,47.3,16,57,0.2,1,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T21:00:00,23.4,23.4,21.6,89.45,0.257,100,rain,0,0,11.2,0.2,12,1009.4,98.8,6.6,3,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-01T22:00:00,21.9,21.9,19.6,86.78,0.033,100,rain,0,0,25.9,7.1,319,1009.9,100,15.3,5,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-01T23:00:00,20.8,20.8,19.5,92.24,1.846,100,rain,0,0,7.6,6.3,188,1011.1,98.8,4.2,3,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889"
Ann Arbor,2023-07-02T00:00:00,20.7,20.7,19.9,95.2,1.63,100,rain,0,0,7.6,0.8,31,1009.7,100,11.4,2,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T01:00:00,20.6,20.6,19.3,92.27,0.465,100,rain,0,0,7.6,0.8,22,1008.6,91.9,16,2,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T02:00:00,19.5,19.5,18.9,96.31,2.099,100,rain,0,0,7.6,0.1,5,1008.4,28.3,5.7,2,0,0,10,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T03:00:00,20.1,20.1,19.4,95.61,0,0,,0,0,7.6,0,0,1007.9,28.8,10.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T04:00:00,20.1,20.1,19.4,95.56,0,0,,0,0,9.4,0,0,1007.5,77.9,10.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T05:00:00,20.1,20.1,18.9,92.98,0,0,,0,0,9.4,1,360,1007,80.9,8.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T06:00:00,20.7,20.7,19.4,92.34,0,0,,0,0,9.4,0.8,12,1006.8,90.4,9.9,0,0,0,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-02T07:00:00,20.7,20.7,19.4,91.98,0.033,100,rain,0,0,9.4,0,0,1007,100,8.1,10,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T08:00:00,21.2,21.2,20.6,96.1,0,0,,0,0,9.4,0.1,354,1007.1,57.2,8.3,82,0.3,1,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T09:00:00,21.7,21.7,20.6,93.36,0,0,,0,0,11.2,0.2,356,1007.4,100,8.4,77,0.3,1,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T10:00:00,22.8,22.8,21.1,89.76,0.257,100,rain,0,0,13,9.8,248,1008,100,13.2,125,0.5,1,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T11:00:00,22.3,22.3,20.7,90.48,0.257,100,rain,0,0,14.8,5.8,285,1007.9,98.8,9.1,105,0.4,1,30,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T12:00:00,23.8,23.8,21.7,88.14,0.585,100,rain,0,0,14.8,7.6,358,1008.1,100,9.5,331,1.2,3,30,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T13:00:00,24.4,24.4,21.2,82.34,0.344,100,rain,0,0,16.6,7.4,315,1008.2,90.5,16,422,1.5,4,30,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-02T14:00:00,23.6,23.6,21.1,85.93,0,0,,0,0,16.6,11.7,266,1008.5,98.8,6.4,111,0.4,1,30,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T15:00:00,22.3,22.3,21.1,93.31,3.667,100,rain,0,0,59,7.8,186,1008.5,100,9,170,0.6,2,30,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-02T16:00:00,24.8,24.8,21.1,79.92,0.396,100,rain,0,0,14.8,0.2,350,1007.7,82.2,16,480,1.7,5,10,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T17:00:00,24.6,24.6,20,75.9,0.262,100,rain,0,0,13,0.1,355,1007.4,88.4,16,229,0.8,2,10,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T18:00:00,24.6,24.6,20.1,76.14,0,0,,0,0,14.8,0.2,350,1007.2,1.4,16,90,0.3,1,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T19:00:00,22.7,22.7,19.1,79.91,0,0,,0,0,18.4,8.9,15,1007.5,90.3,16,164,0.6,2,30,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T20:00:00,22.2,22.2,19.3,84.02,0.485,100,rain,0,0,20.5,7.7,35,1007.6,55.8,15.8,66,0.2,1,30,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T21:00:00,21.2,21.2,19.3,89.07,0.024,100,rain,0,0,18.4,7.3,46,1007.1,26.5,16,19,0.1,0,10,"Rain, Partially cloudy",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T22:00:00,20.7,20.7,19.3,91.77,0,0,,0,0,16.6,7.2,33,1007,5.9,16,2,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-02T23:00:00,20.1,20.1,18.9,92.67,0,0,,0,0,14.8,8.4,20,1008.2,55.6,16,2,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T00:00:00,20.7,20.7,19.4,91.98,0,0,,0,0,14.8,5.4,43,1008.6,90.6,15,2,0,0,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T01:00:00,20.7,20.7,19.4,91.98,0,0,,0,0,13,0,0,1008.4,98.8,8.1,1,0,0,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T02:00:00,20.1,20.1,18.9,92.61,0,0,,0,0,13,5.7,18,1008.3,26.7,5.7,1,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T03:00:00,20.7,20.7,19.4,92.34,0,0,,0,0,13,7.5,3,1007.9,90.5,12.5,0,0,0,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T04:00:00,20.1,20.1,18.9,93.04,0,0,,0,0,14.8,0.7,35,1008.2,38,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T05:00:00,20.7,20.7,19.4,92.34,0.033,100,rain,0,0,14.8,0.6,335,1008.4,100,7.8,0,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T06:00:00,20.7,20.7,19.4,92.02,0.073,100,rain,0,0,14.8,1.3,348,1008.6,100,5.8,0,0,0,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-03T07:00:00,20.7,20.7,19.4,92.27,0.029,100,rain,0,0,16.6,9.5,349,1009.4,100,1.9,9,0,0,10,"Rain, Overcast",rain,"72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-03T08:00:00,20.7,20.7,19.4,92.4,0.204,100,rain,0,0,16.6,11.7,354,1010.1,100,4.3,67,0.2,1,10,"Rain, Overcast",rain,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-03T09:00:00,21.8,21.8,19.5,86.75,0,0,,0,0,18.4,11.3,358,1010.3,98.6,11.2,122,0.4,1,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T10:00:00,23.4,23.4,19.5,78.76,0,0,,0,0,20.5,8.1,350,1010.4,88.1,13.4,346,1.2,3,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T11:00:00,23.9,23.9,19.5,76.33,0,0,,0,0,22.3,11.4,360,1010.5,97.8,14.3,430,1.5,4,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T12:00:00,24.5,24.5,19.5,73.94,0,0,,0,0,22.3,7.6,357,1010.9,97.8,16,606,2.2,6,10,Overcast,cloudy,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T13:00:00,27,28.5,19.9,65.2,0,0,,0,0,22.3,12.8,336,1010.6,89.2,15.9,522,1.9,5,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T14:00:00,27.2,28.7,19.9,64.54,0,0,,0,0,22.3,10.2,353,1010.6,83.2,16,715,2.6,7,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T15:00:00,28.2,30,20.2,61.72,0,0,,0,0,22.3,10.4,338,1010.8,30.5,8.7,838,3,8,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-03T16:00:00,28.9,30.3,19.3,56.25,0,0,,0,0,22.3,14.7,338,1010.9,78.2,16,742,2.7,7,30,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T17:00:00,28.9,30.2,18.9,54.85,0,0,,0,0,27.7,14.5,5,1010.7,5,16,661,2.4,7,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T18:00:00,28.5,29.7,18.9,56.07,0,0,,0,0,29.5,13.8,338,1010.8,8.4,16,449,1.6,4,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T19:00:00,28,29,18.5,56.24,0,0,,0,0,18.4,14.5,352,1010.7,11.3,16,218,0.8,2,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T20:00:00,28,29,18.5,56.26,0,0,,0,0,16.6,11.5,341,1010.7,12.1,16,140,0.5,1,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T21:00:00,26.2,26.2,18.9,64.2,0,0,,0,0,13,5.8,52,1011.2,11.5,16,28,0.1,0,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T22:00:00,21.1,21.1,19,87.47,0,0,,0,0,9.4,1,39,1012,1.6,16,3,0,0,30,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-03T23:00:00,22,22,18.9,82.59,0,0,,0,0,9.4,0.2,7,1012.9,1.6,16,3,0,0,30,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-04T00:00:00,20.3,20.3,18.9,91.49,0,0,,0,0,7.6,0,0,1013.8,1.6,14.2,3,0,0,30,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-04T01:00:00,18.5,18.5,17.7,95.32,0,0,,0,0,7.6,0,0,1014.2,0,3.4,2,0,0,30,Clear,clear-night,"72537614853,KARB,KYIP,72537494889"
Ann Arbor,2023-07-04T02:00:00,18.3,18.3,17.4,94.78,0,0,,0,0,5.4,0,0,1013.5,1.4,1.1,2,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-04T03:00:00,18.5,18.5,17.9,96.3,0,0,,0,0,3.6,7.1,257,1013.7,1.4,5.6,0,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-04T04:00:00,17.2,17.2,16.5,95.73,0,0,,0,0,3.6,6.6,247,1014.1,1.4,1.1,0,0,0,10,Clear,clear-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-04T05:00:00,18.5,18.5,17.9,96.46,0,0,,0,0,3.6,0.8,339,1014.3,77.9,2.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"72537094847,72537614853,KARB,KYIP,72537494889,KDTW"
Ann Arbor,2023-07-04T06:00:00,17.1,17.1,16.4,95.86,0,0,,0,0,3.6,0.1,357,1014.7,43.5,0.8,3,0,0,10,Partially cloudy,fog,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-04T07:00:00,17.5,17.5,17.1,97.76,0,0,,0,0,3.6,0,0,1015.3,1.5,0.8,40,0.1,0,10,Clear,fog,"72537094847,72537614853,KARB,KYIP,72537494889,F8857"
Ann Arbor,2023-07-04T08:00:00,21,21,19.9,93.75,0,0,,0,0,7.6,0,0,1015.1,0.9,10.9,184,0.7,2,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T09:00:00,24.3,24.3,19.9,76.38,0,0,,0,0,9.4,4.6,258,1015.4,0.9,16,351,1.3,4,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T10:00:00,26.1,26.1,20.5,71.15,0,0,,0,0,13,9.1,197,1015.7,0,16,535,1.9,5,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T11:00:00,27.1,28.7,20,65.23,0,0,,0,0,13,9,239,1016.1,0.9,16,603,2.2,6,30,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T12:00:00,28.7,29.8,18.6,54.55,0,0,,0,0,14.8,11.1,246,1016.2,1.6,16,857,3.1,9,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T13:00:00,28.4,29.5,18.6,55.16,0,0,,0,0,16.6,7.6,265,1015.7,4.7,16,825,3,8,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T14:00:00,30.1,31.1,18.4,49.64,0,0,,0,0,14.8,5.5,281,1015.6,11.5,16,431,1.6,4,10,Clear,clear-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
Ann Arbor,2023-07-04T15:00:00,30.6,31.6,18.4,48.1,0,0,,0,0,16.6,7,312,1015.3,35.2,16,617,2.2,6,10,Partially cloudy,partly-cloudy-day,"72537094847,72537614853,KARB,KYIP,72537494889,F8857,KDTW"
