temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
21.3,21.3,4.9,34.04,0.0,0,31.7,17.6,263,1007.2,8.4,16.0,621,2.2,6
19.7,19.7,1.6,29.89,0.0,0,33.5,29.1,253,1008.5,89.4,16.0,264,1.0,3
18.1,18.1,2.5,35.31,0.0,0,41.9,28.5,245,1009.1,100.0,16.0,186,0.7,2
16.0,16.0,0.9,35.97,0.0,0,49.2,22.2,248,1009.5,100.0,16.0,98,0.4,1
14.2,14.2,3.4,48.21,0.0,0,22.3,19.3,229,1010.0,100.0,16.0,63,0.2,1
13.6,13.6,3.9,52.18,0.0,0,29.5,16.9,237,1010.6,100.0,16.0,20,0.1,0
12.5,12.5,5.1,60.83,0.0,0,21.6,13.9,229,1011.0,100.0,16.0,7,0.0,0
11.9,11.9,4.6,60.91,0.0,0,11.9,8.3,229,1011.5,100.0,16.0,0,0.0,0
10.9,10.9,5.2,67.77,0.0,0,13.7,6.1,220,1012.2,100.0,16.0,0,0.0,0
10.3,10.3,5.2,70.48,0.0,0,10.8,6.1,246,1012.8,100.0,16.0,0,0.0,0
11.2,11.2,1.5,51.21,0.0,0,8.3,8.2,306,1013.3,89.4,16.0,0,0.0,0
8.8,7.6,1.3,59.64,0.0,0,15.1,7.8,248,1014.0,51.6,16.0,0,0.0,0
5.7,4.4,-0.2,65.76,0.0,0,18.7,6.2,327,1014.5,45.7,16.0,0,0.0,0
3.7,3.7,-0.3,75.11,0.0,0,10.4,0.2,355,1015.2,2.9,16.0,0,0.0,0
0.9,0.9,-1.2,85.46,0.0,0,7.2,0.3,355,1016.1,1.6,16.0,0,0.0,0
0.8,0.8,-1.2,86.21,0.0,0,6.1,0.2,355,1016.9,1.6,16.0,0,0.0,0
-0.3,-0.3,-1.6,91.05,0.0,0,5.8,0.8,335,1017.6,1.6,16.0,0,0.0,0
-0.8,-0.8,-2.3,89.4,0.0,0,4.7,0.6,343,1018.3,0.9,15.9,5,0.0,0
1.2,1.2,-0.4,88.99,0.0,0,4.7,0.0,0,1019.1,0.9,15.9,65,0.2,1
8.6,8.6,2.9,67.47,0.0,0,11.9,0.0,0,1018.9,0.9,16.0,231,0.8,2
12.4,12.4,2.4,50.41,0.0,0,20.9,11.5,111,1018.4,0.9,16.0,426,1.5,4
14.1,14.1,2.3,44.79,0.0,0,14.8,14.6,101,1019.1,0.9,16.0,603,2.2,6
15.3,15.3,1.8,39.98,0.0,0,25.9,9.9,118,1019.2,0.9,16.0,745,2.7,7
16.0,16.0,1.9,38.59,0.0,0,17.3,14.8,145,1018.7,0.9,16.0,835,3.0,8
17.3,17.3,1.3,33.99,0.0,0,15.8,16.5,170,1018.8,1.6,16.0,875,3.2,9
17.9,17.9,1.2,32.57,0.0,0,29.5,13.2,146,1018.3,1.6,16.0,839,3.0,8
18.1,18.1,0.0,29.53,0.0,0,15.5,13.7,145,1017.6,1.6,16.0,729,2.6,7
18.0,18.0,0.0,29.71,0.0,0,19.4,15.6,148,1016.9,1.6,16.0,570,2.1,6
16.9,16.9,0.0,31.64,0.0,0,23.4,18.8,122,1016.4,0.9,16.0,380,1.4,4
16.2,16.2,0.7,35.11,0.0,0,25.6,18.5,136,1015.8,0.9,16.0,186,0.7,2
14.4,14.4,1.3,40.89,0.0,0,25.6,14.5,130,1015.1,49.3,16.0,39,0.1,0
12.6,12.6,3.8,55.35,0.0,0,34.6,17.4,139,1013.6,1.6,16.0,3,0.0,0
11.5,11.5,1.9,51.8,0.0,0,35.3,18.0,138,1013.0,89.0,16.0,0,0.0,0
11.0,11.0,1.8,53.08,0.0,0,41.4,17.7,147,1012.6,100.0,16.0,0,0.0,0
11.5,11.5,3.5,57.73,0.0,0,38.2,10.2,122,1011.2,100.0,16.0,0,0.0,0
11.4,11.4,5.1,65.14,0.0,0,27.7,6.4,96,1010.4,100.0,16.0,0,0.0,0
12.0,12.0,6.3,68.16,0.0,0,29.5,11.4,112,1009.6,100.0,16.0,0,0.0,0
13.0,13.0,8.4,73.58,0.0,0,13.3,10.9,120,1009.1,100.0,16.0,0,0.0,0
13.6,13.6,10.1,79.43,0.0,0,18.0,8.9,126,1009.3,100.0,16.0,0,0.0,0
14.1,14.1,10.7,80.36,0.0,0,16.6,11.0,100,1008.9,100.0,16.0,0,0.0,0
14.1,14.1,11.3,83.23,0.0,0,30.6,8.5,139,1008.3,98.8,16.0,0,0.0,0
14.0,14.0,12.2,89.15,0.0,0,16.6,8.5,132,1007.6,79.1,16.0,8,0.0,0
14.1,14.1,12.3,89.1,0.0,0,22.0,8.4,168,1008.0,3.2,13.4,52,0.2,1
16.3,16.3,13.4,82.97,0.0,0,36.7,13.3,196,1007.7,98.8,16.0,118,0.4,1
18.6,18.6,14.3,76.55,0.0,0,31.7,18.0,187,1006.7,89.4,16.0,212,0.8,2
19.7,19.7,14.4,71.4,0.0,0,41.1,21.8,200,1006.2,89.4,16.0,220,0.8,2
21.4,21.4,15.0,66.93,0.0,0,46.6,23.0,199,1005.3,79.1,16.0,335,1.2,3
18.1,18.1,14.6,80.06,0.265,100,57.2,29.7,201,1005.3,100.0,7.2,79,0.3,1
17.4,17.4,15.6,89.33,1.277,100,46.2,26.0,197,1004.4,100.0,9.6,97,0.3,1
17.4,17.4,15.6,89.33,0.774,100,41.5,21.8,207,1003.4,100.0,10.8,77,0.3,1
17.5,17.5,16.1,91.59,0.725,100,38.9,21.4,199,1002.5,100.0,8.3,111,0.4,1
18.0,18.0,16.1,88.46,0.719,100,40.4,23.0,208,1002.3,100.0,13.8,129,0.5,1
18.0,18.0,15.6,85.77,0.0,0,37.0,23.8,226,1002.8,100.0,16.0,58,0.2,1
18.1,18.1,16.1,87.94,0.0,0,47.9,19.1,217,1002.7,100.0,16.0,80,0.3,1
18.0,18.0,15.7,86.38,0.0,0,46.1,13.8,199,1001.4,100.0,16.0,16,0.1,0
17.4,17.4,15.1,86.51,0.0,0,23.4,13.5,199,1000.8,6.3,16.0,2,0.0,0
17.0,17.0,14.5,85.05,0.0,0,40.7,19.1,207,1000.9,29.9,16.0,0,0.0,0
17.0,17.0,14.5,85.25,0.0,0,37.1,17.3,190,1000.7,100.0,16.0,0,0.0,0
16.9,16.9,15.0,88.67,0.017,100,45.0,16.7,178,999.4,100.0,16.0,0,0.0,0
16.9,16.9,15.1,88.79,0.0,0,33.5,17.6,189,999.0,90.6,14.2,0,0.0,0
16.4,16.4,14.4,87.73,0.0,0,37.1,18.7,206,998.5,98.8,15.9,0,0.0,0
16.5,16.5,13.5,82.32,0.0,0,48.2,29.2,219,998.0,98.8,16.0,0,0.0,0
10.6,10.6,8.2,85.2,0.856,100,67.4,34.5,277,1000.0,100.0,9.1,0,0.0,0
7.0,2.8,4.6,84.68,0.456,100,63.6,29.8,306,1002.1,100.0,10.3,0,0.0,0
6.4,1.7,3.1,79.5,0.301,100,59.7,32.3,298,1004.8,100.0,15.9,0,0.0,0
5.9,1.3,2.4,77.98,0.0,0,51.2,29.3,279,1006.2,100.0,16.0,1,0.0,0
4.4,-1.0,-1.2,67.04,0.0,0,51.6,32.3,289,1008.4,36.8,16.0,57,0.2,1
5.4,1.3,-1.5,61.18,0.0,0,43.5,21.6,288,1009.7,0.9,16.0,252,0.9,3
6.9,3.3,-1.2,56.32,0.0,0,37.3,22.4,252,1010.1,0.9,16.0,446,1.6,4
8.6,4.9,-2.6,45.34,0.0,0,44.3,27.3,242,1010.4,0.0,16.0,633,2.3,6
10.2,10.2,-2.6,40.66,0.0,0,46.2,27.0,229,1010.8,0.9,16.0,770,2.8,8
11.4,11.4,-3.1,36.18,0.0,0,50.4,33.1,237,1010.8,0.9,16.0,855,3.1,9
13.0,13.0,-3.7,31.25,0.0,0,69.9,39.6,238,1010.5,43.7,16.0,658,2.4,7
13.6,13.6,-3.6,30.23,0.0,0,71.7,43.0,248,1009.8,54.4,16.0,622,2.2,6
12.3,12.3,-4.4,30.89,0.0,0,78.0,52.5,248,1009.8,90.3,16.0,307,1.1,3
12.1,12.1,-5.9,28.08,0.0,0,81.9,47.5,257,1009.6,89.0,16.0,335,1.2,3
12.4,12.4,-7.1,24.94,0.0,0,88.6,59.1,250,1009.7,90.3,16.0,254,0.9,3
11.4,11.4,-7.0,26.81,0.0,0,78.5,34.5,249,1010.4,98.4,16.0,149,0.5,1
9.7,5.9,-5.5,33.74,0.0,0,67.9,33.6,251,1011.4,89.0,16.0,29,0.1,0
9.6,5.7,-4.9,35.76,0.0,0,57.9,35.2,247,1011.9,98.4,16.0,3,0.0,0
7.6,4.7,-2.9,47.52,0.0,0,68.3,16.5,271,1013.5,83.4,16.0,0,0.0,0
6.5,4.2,-3.6,48.24,0.0,0,48.2,11.8,259,1013.8,30.8,16.0,0,0.0,0
7.5,4.3,-3.6,45.19,0.0,0,53.3,19.3,257,1014.0,89.0,16.0,0,0.0,0
7.0,3.8,-5.9,39.47,0.0,0,35.7,18.5,257,1014.2,84.7,16.0,0,0.0,0
6.1,3.3,-6.2,41.02,0.0,0,35.3,13.5,228,1013.5,32.1,16.0,0,0.0,0
4.7,2.3,-5.7,46.62,0.0,0,22.3,10.2,209,1013.0,2.9,16.0,0,0.0,0
7.9,4.2,-3.2,45.23,0.0,0,50.4,26.7,248,1012.8,98.8,16.0,0,0.0,0
6.4,3.0,-3.1,50.55,0.0,0,59.0,18.7,238,1012.9,51.3,16.0,0,0.0,0
6.4,3.1,-2.7,52.38,0.0,0,23.4,17.6,228,1013.3,89.4,16.0,0,0.0,0
5.9,3.1,-2.0,57.04,0.0,0,23.8,13.2,238,1012.8,100.0,16.0,7,0.0,0
6.4,3.6,-1.6,56.79,0.0,0,25.9,14.0,218,1012.8,5.9,16.0,73,0.3,1
7.5,3.8,-2.6,48.8,0.0,0,39.3,24.0,239,1013.3,82.2,16.0,103,0.4,1
6.5,1.3,-1.5,56.47,0.0,0,68.9,40.5,259,1013.7,100.0,16.0,78,0.3,1
6.9,3.4,2.8,74.73,0.29,100,51.0,21.0,249,1013.0,90.3,16.0,265,1.0,3
7.5,2.8,2.3,69.61,0.313,100,52.8,37.5,238,1013.9,100.0,15.6,259,0.9,3
7.5,4.0,3.4,75.11,0.741,100,51.0,22.3,240,1013.1,100.0,13.0,148,0.5,1
9.2,6.1,3.9,69.49,0.0,0,53.6,22.0,267,1013.1,57.2,16.0,238,0.9,2
10.2,10.2,2.9,60.51,0.0,0,43.6,19.2,270,1012.4,100.0,16.0,202,0.7,2
9.3,6.1,2.3,61.75,0.0,0,42.1,24.6,280,1012.5,100.0,16.0,135,0.5,1
8.6,4.7,3.9,72.32,0.719,100,44.9,29.9,299,1012.0,100.0,14.3,105,0.4,1
8.6,4.7,3.4,69.97,0.0,0,54.4,30.7,299,1011.5,100.0,16.0,68,0.2,1
7.5,2.8,3.4,75.49,0.83,100,53.0,37.3,307,1012.3,100.0,9.1,12,0.0,0
6.5,2.4,3.4,80.58,1.169,100,42.8,25.7,309,1012.4,100.0,11.2,3,0.0,0
5.9,1.8,3.0,81.12,1.229,100,51.1,24.0,326,1011.7,100.0,16.0,0,0.0,0
6.0,3.4,3.4,83.29,0.0,0,49.7,12.4,270,1012.5,100.0,16.0,0,0.0,0
5.9,2.7,3.4,83.95,0.168,100,46.1,16.8,231,1013.1,100.0,16.0,0,0.0,0
5.9,3.5,3.9,86.51,0.178,100,42.5,11.5,239,1013.7,100.0,16.0,0,0.0,0
5.9,3.5,3.4,83.95,0.29,100,40.0,11.7,268,1013.7,100.0,15.9,0,0.0,0
5.9,4.2,3.4,84.27,0.0,0,32.8,7.9,267,1013.7,100.0,16.0,0,0.0,0
5.9,3.5,3.0,81.76,0.0,0,18.7,11.2,288,1013.9,100.0,16.0,0,0.0,0
5.3,3.0,1.4,75.89,0.0,0,26.3,10.0,328,1014.2,100.0,16.0,0,0.0,0
4.2,1.3,-1.8,64.87,0.0,0,26.6,11.9,328,1014.7,100.0,16.0,0,0.0,0
3.1,0.3,-2.7,66.05,0.0,0,25.9,10.0,329,1015.0,5.9,16.0,0,0.0,0
1.9,-0.5,-3.1,69.36,0.0,0,11.5,8.0,308,1016.0,90.3,16.0,8,0.0,0
2.0,-0.9,-4.1,64.2,0.0,0,23.4,10.0,354,1016.6,30.8,16.0,77,0.3,1
2.5,-1.6,-4.8,58.72,0.0,0,24.1,16.4,348,1016.8,12.8,16.0,241,0.9,2
4.0,1.6,-4.9,52.14,0.0,0,24.1,9.7,324,1016.8,0.9,16.0,455,1.6,5
5.2,2.0,-4.3,50.23,0.0,0,33.3,15.1,309,1016.5,0.9,16.0,635,2.3,6
6.4,3.1,-3.8,48.05,0.0,0,30.2,17.8,289,1016.4,0.9,16.0,776,2.8,8
7.4,3.7,-3.4,46.19,0.0,0,34.0,24.5,271,1016.2,24.5,16.0,751,2.7,8
8.5,5.1,-3.8,41.69,0.0,0,36.3,23.7,280,1015.5,30.8,16.0,639,2.3,6
8.6,5.5,-3.7,41.69,0.0,0,38.1,20.8,297,1015.1,89.0,16.0,730,2.6,7
8.5,5.0,-3.3,43.12,0.0,0,42.1,25.3,270,1015.1,90.3,16.0,415,1.5,4
8.0,4.5,-3.8,43.04,0.0,0,44.4,24.3,319,1015.3,99.6,16.0,323,1.2,3
6.4,1.7,-4.3,46.04,0.0,0,48.1,33.7,318,1016.6,89.0,16.0,402,1.4,4
3.8,-1.3,-5.5,50.79,0.0,0,51.8,28.3,309,1018.2,90.3,16.0,92,0.3,1
2.5,-2.1,-5.9,53.74,0.0,0,45.4,19.9,318,1019.3,99.6,16.0,13,0.0,0
1.9,-2.9,-6.5,53.81,0.0,0,43.9,21.1,317,1020.2,100.0,16.0,0,0.0,0
1.4,-4.2,-6.9,53.93,0.0,0,42.5,26.0,308,1021.2,100.0,16.0,0,0.0,0
0.9,-4.5,-7.5,53.09,0.0,0,40.7,23.3,327,1021.6,100.0,16.0,0,0.0,0
0.3,-5.3,-8.1,53.42,0.0,0,33.5,23.1,327,1022.1,90.6,16.0,0,0.0,0
-0.8,-6.2,-9.8,50.61,0.0,0,40.6,19.7,345,1022.9,5.9,16.0,0,0.0,0
-1.4,-5.0,-8.8,57.04,0.0,0,31.0,10.2,329,1023.3,1.6,16.0,0,0.0,0
-1.9,-5.1,-8.7,60.04,0.0,0,24.5,8.4,319,1023.5,0.9,16.0,0,0.0,0
-2.6,-5.1,-8.7,63.18,0.0,0,21.6,6.1,318,1023.9,0.0,16.0,0,0.0,0
-3.0,-6.3,-8.7,65.13,0.0,0,14.0,7.9,308,1024.6,0.9,16.0,0,0.0,0
-3.2,-5.7,-8.7,65.63,0.0,0,22.3,6.0,328,1025.3,0.9,16.0,0,0.0,0
-3.2,-5.6,-8.8,65.24,0.0,0,22.3,5.8,329,1026.1,43.7,16.0,8,0.0,0
-1.5,-5.7,-8.1,60.68,0.0,0,23.4,12.7,8,1027.0,99.6,16.0,47,0.2,0
0.1,-4.4,-7.7,55.68,0.0,0,19.1,15.8,26,1027.3,99.6,16.0,133,0.5,1
0.8,-3.4,-7.8,52.69,0.0,0,21.2,14.8,36,1027.6,99.6,16.0,258,0.9,3
1.5,-2.1,-7.7,50.37,0.0,0,17.6,12.8,62,1027.8,98.4,16.0,562,2.0,6
3.5,0.9,-7.1,45.77,0.0,0,13.0,9.9,70,1028.0,4.7,16.0,807,2.9,8
3.6,1.6,-6.7,47.2,0.0,0,10.4,7.6,20,1028.0,30.1,16.0,889,3.2,9
5.1,3.2,-7.2,40.6,0.0,0,7.9,8.4,48,1027.8,0.9,16.0,759,2.7,8
6.1,3.9,-5.9,41.73,0.0,0,6.5,10.6,89,1027.1,0.9,16.0,850,3.1,9
5.9,4.4,-7.1,38.71,0.0,0,27.7,7.1,44,1027.3,0.9,16.0,743,2.7,7
6.8,5.4,-7.0,36.47,0.0,0,27.7,7.7,119,1026.9,0.9,16.0,559,2.0,6
6.8,4.3,-6.5,38.14,0.0,0,31.7,12.6,72,1026.4,0.9,16.0,370,1.3,4
5.2,1.7,-6.1,43.76,0.0,0,15.5,17.6,110,1026.3,0.9,16.0,176,0.6,2
3.6,-0.5,-6.1,49.32,0.0,0,23.0,18.4,116,1025.9,1.6,16.0,34,0.1,0
2.4,-1.1,-6.1,53.56,0.0,0,30.2,13.2,116,1025.9,1.6,16.0,3,0.0,0
1.3,-0.3,-4.8,63.5,0.0,0,30.6,5.6,106,1025.9,1.6,16.0,0,0.0,0
0.9,-1.1,-3.9,70.2,0.0,0,27.4,6.3,90,1026.1,0.9,16.0,0,0.0,0
0.8,-2.6,-5.6,62.32,0.0,0,15.1,11.2,97,1025.7,0.9,16.0,0,0.0,0
0.7,-3.1,-6.0,60.74,0.0,0,24.8,12.9,79,1024.9,2.9,16.0,0,0.0,0
0.0,-2.8,-6.0,63.89,0.0,0,31.0,8.5,68,1024.3,2.9,16.0,0,0.0,0
0.2,-3.0,-5.5,65.68,0.0,0,31.3,9.8,77,1023.1,3.2,16.0,0,0.0,0
-0.4,-4.1,-4.2,75.38,0.0,0,30.6,11.3,60,1022.2,3.2,16.0,0,0.0,0
0.9,-2.3,-3.8,71.29,0.0,0,33.1,10.0,67,1021.1,3.2,16.0,0,0.0,0
0.8,-3.3,-3.7,71.68,0.0,0,27.4,14.6,41,1020.3,3.2,16.0,0,0.0,0
0.9,-3.3,-3.2,73.92,0.0,0,37.1,15.1,57,1019.5,3.2,16.0,8,0.0,0
1.9,-1.6,-3.2,68.97,0.0,0,23.8,12.6,39,1019.2,26.9,16.0,34,0.1,0
2.5,-1.4,-2.6,68.91,0.0,0,33.5,15.6,55,1018.3,56.0,16.0,86,0.3,1
3.1,-0.3,-2.7,65.8,0.0,0,22.7,13.5,64,1017.6,100.0,16.0,94,0.3,1
3.2,0.1,-2.7,65.46,0.0,0,21.6,12.0,60,1016.6,100.0,16.0,68,0.2,1
2.9,-0.1,-2.7,66.66,0.0,0,13.7,11.2,19,1016.0,100.0,3.9,63,0.2,1
0.8,-2.2,-0.6,90.27,1.903,100,13.7,9.3,30,1015.4,100.0,0.0,51,0.2,1
0.8,-1.6,-0.6,89.86,2.301,100,8.6,7.6,360,1014.9,100.0,0.0,43,0.2,0
1.3,-1.6,0.0,91.14,1.298,100,11.9,9.2,331,1014.3,100.0,1.0,136,0.5,1
1.3,-2.9,-0.6,87.05,0.635,100,16.6,15.9,329,1013.9,100.0,2.9,237,0.9,2
1.4,-2.1,-0.6,87.08,0.552,100,16.2,11.7,327,1013.8,100.0,3.3,160,0.6,2
1.8,-1.1,0.0,87.75,0.187,100,18.4,9.9,317,1013.8,100.0,5.9,173,0.6,2
1.4,-1.7,-0.6,86.76,0.072,100,19.4,10.0,299,1013.7,100.0,9.0,112,0.4,1
0.9,-2.2,-0.6,89.42,0.136,100,20.9,9.9,279,1013.3,100.0,7.1,20,0.1,0
0.9,-1.7,-0.6,89.93,0.0,0,24.5,7.9,259,1014.0,100.0,6.4,2,0.0,0
0.8,-2.2,-0.5,90.52,0.0,0,20.5,9.5,241,1014.1,100.0,6.7,0,0.0,0
0.8,-1.8,0.0,94.27,0.0,0,31.0,8.3,267,1013.9,100.0,8.4,0,0.0,0
1.3,-2.9,-0.5,87.32,0.0,0,37.1,16.0,279,1013.6,100.0,15.8,0,0.0,0
1.4,-2.4,-0.5,87.22,0.033,100,41.0,13.4,290,1013.4,100.0,13.9,0,0.0,0
1.4,-3.3,-0.6,86.65,0.257,100,35.3,18.9,289,1013.5,100.0,13.0,0,0.0,0
1.4,-3.3,-1.0,83.99,0.0,0,41.8,18.5,279,1013.3,100.0,15.9,0,0.0,0
1.4,-2.8,-1.0,84.08,0.0,0,42.5,15.3,297,1013.3,100.0,15.9,0,0.0,0
1.4,-2.8,-1.0,84.18,0.0,0,40.3,15.6,307,1013.5,100.0,15.8,0,0.0,0
1.3,-3.7,-1.4,82.01,0.033,100,33.5,20.5,310,1014.1,100.0,14.8,0,0.0,0
1.3,-3.7,-2.5,75.53,0.0,0,40.7,20.7,317,1014.5,100.0,16.0,6,0.0,0
1.4,-3.1,-2.5,75.14,0.0,0,43.9,17.6,307,1014.9,90.6,16.0,75,0.3,1
1.8,-3.4,-2.7,71.58,0.0,0,44.5,23.9,310,1015.3,89.2,16.0,170,0.6,2
3.0,-1.6,-2.1,69.2,0.0,0,43.7,20.8,318,1015.5,89.2,16.0,385,1.4,4
3.6,-1.2,-2.1,66.46,0.0,0,48.8,23.8,301,1016.0,100.0,16.0,483,1.7,5
4.5,-0.7,-2.2,61.93,0.0,0,49.3,31.1,318,1016.5,90.6,16.0,482,1.7,5
5.2,-0.2,-3.6,52.95,0.0,0,56.0,36.7,326,1017.0,98.8,16.0,393,1.4,4
5.8,0.6,-3.7,50.6,0.0,0,63.2,35.6,326,1017.3,100.0,16.0,424,1.5,4
6.3,1.3,-4.1,47.3,0.0,0,52.8,36.4,302,1017.7,90.6,16.0,417,1.5,4
6.8,2.4,-3.7,46.98,0.0,0,50.4,30.2,310,1018.3,99.6,16.0,398,1.4,4
6.8,2.6,-4.2,45.19,0.0,0,53.6,28.2,327,1018.8,89.4,16.0,415,1.5,4
6.9,2.7,-4.8,43.17,0.0,0,48.8,28.2,301,1019.3,89.4,16.0,219,0.8,2
6.3,1.4,-5.4,42.88,0.0,0,51.0,34.9,309,1020.2,98.4,16.0,133,0.5,1
5.8,1.7,-4.9,45.99,0.0,0,40.7,23.5,318,1021.1,98.4,16.0,31,0.1,0
4.0,0.5,-4.8,52.51,0.0,0,43.2,15.2,325,1022.1,50.0,16.0,4,0.0,0
2.5,-0.7,-5.5,55.52,0.0,0,38.9,12.0,300,1023.2,43.7,16.0,0,0.0,0
-0.1,-2.7,-5.4,67.41,0.0,0,15.1,7.7,281,1023.8,0.9,16.0,0,0.0,0
-1.2,-1.2,-4.9,75.96,0.0,0,13.7,0.9,333,1024.3,0.9,16.0,0,0.0,0
-3.2,-5.8,-6.0,81.35,0.0,0,13.3,6.1,241,1024.8,1.6,16.0,0,0.0,0
-2.8,-6.0,-5.9,79.2,0.0,0,13.3,8.1,250,1025.4,1.6,16.0,0,0.0,0
-2.9,-6.6,-4.9,85.81,0.0,0,14.8,9.7,250,1025.8,1.6,16.0,0,0.0,0
-4.3,-4.3,-5.9,88.51,0.0,0,9.7,1.7,335,1026.1,1.6,15.9,0,0.0,0
-3.3,-3.3,-5.5,85.09,0.0,0,9.0,0.2,352,1026.5,1.6,15.9,0,0.0,0
-4.4,-4.4,-5.9,89.47,0.0,0,6.5,0.0,0,1027.0,1.6,15.9,0,0.0,0
-3.9,-3.9,-5.9,86.32,0.0,0,4.7,0.0,0,1027.1,2.9,15.9,12,0.0,0
-1.8,-1.8,-3.7,86.56,0.0,0,5.0,0.0,0,1027.9,2.9,15.9,88,0.3,1
3.0,3.0,-1.2,73.79,0.0,0,4.7,0.0,0,1028.1,3.2,16.0,270,1.0,3
5.2,4.1,-3.1,55.14,0.0,0,12.6,5.7,164,1028.4,2.9,16.0,359,1.3,4
6.9,3.8,-3.2,48.65,0.0,0,25.9,16.6,190,1028.5,2.9,16.0,623,2.2,6
7.4,4.8,-3.0,47.5,0.0,0,17.3,14.5,158,1028.2,2.9,16.0,651,2.3,7
8.6,5.7,-2.5,45.46,0.0,0,33.5,18.7,176,1028.1,2.9,16.0,762,2.7,8
9.6,7.8,-2.6,42.37,0.0,0,19.1,12.1,167,1027.2,3.2,16.0,741,2.7,7
10.7,10.7,-1.6,42.13,0.0,0,28.8,19.4,196,1026.7,2.9,16.0,577,2.1,6
9.5,6.8,-1.6,45.87,0.0,0,23.8,20.0,141,1025.9,82.2,16.0,223,0.8,2
10.1,10.1,-1.1,45.84,0.0,0,27.0,19.2,148,1024.5,90.6,16.0,266,1.0,3
8.7,6.1,-1.1,50.42,0.0,0,31.7,16.6,131,1023.3,100.0,16.0,109,0.4,1
8.1,5.4,0.1,56.73,0.0,0,37.8,17.2,132,1023.1,56.0,16.0,61,0.2,1
7.5,4.5,0.7,62.1,0.0,0,29.5,17.8,149,1022.3,26.9,16.0,31,0.1,0
6.9,3.4,0.6,64.26,0.0,0,37.1,20.5,138,1021.5,89.4,16.0,3,0.0,0
6.4,3.6,0.6,66.37,0.0,0,47.2,14.6,130,1020.9,89.4,16.0,0,0.0,0
6.9,4.1,1.1,66.7,0.0,0,38.5,15.2,127,1019.5,90.6,16.0,0,0.0,0
8.0,5.4,1.2,62.06,0.0,0,38.5,16.2,127,1018.2,100.0,16.0,0,0.0,0
8.7,6.5,1.7,61.58,0.0,0,25.6,13.5,140,1017.2,100.0,16.0,0,0.0,0
8.1,7.0,3.0,70.06,0.257,100,30.6,7.0,112,1016.4,100.0,15.9,0,0.0,0
8.5,6.3,3.0,68.32,0.033,100,31.3,13.5,166,1015.1,100.0,15.9,0,0.0,0
10.2,10.2,4.4,67.62,0.313,100,37.8,20.6,196,1014.2,100.0,15.8,0,0.0,0
10.4,10.4,6.2,75.41,0.313,100,48.1,22.4,209,1013.9,100.0,15.9,0,0.0,0
10.8,10.8,8.9,87.68,0.0,0,42.3,24.8,217,1013.9,100.0,5.2,0,0.0,0
10.9,10.9,9.4,90.52,0.821,100,44.6,25.3,220,1014.1,100.0,6.4,3,0.0,0
11.4,11.4,9.4,87.62,0.156,100,47.6,21.7,229,1014.8,100.0,10.4,13,0.0,0
11.4,11.4,9.5,88.14,0.0,0,33.5,22.8,237,1015.8,100.0,13.1,47,0.2,0
11.9,11.9,10.7,92.16,0.0,0,55.8,18.0,239,1016.7,100.0,5.8,95,0.3,1
13.0,13.0,10.7,85.97,0.0,0,44.6,24.0,257,1017.4,100.0,16.0,169,0.6,2
14.5,14.5,8.9,69.18,0.0,0,51.6,34.0,288,1018.6,90.3,16.0,541,1.9,5
15.3,15.3,8.0,62.0,0.0,0,47.5,32.0,269,1019.7,48.7,16.0,820,3.0,8
16.9,16.9,7.8,55.1,0.0,0,45.6,28.7,261,1020.4,29.6,16.0,864,3.1,9
17.4,17.4,6.8,49.59,0.0,0,42.7,25.6,298,1021.0,0.9,16.0,847,3.0,8
18.1,18.1,5.1,42.27,0.0,0,45.2,29.6,273,1021.8,0.9,16.0,740,2.7,7
18.6,18.6,3.4,36.42,0.0,0,49.1,28.9,279,1022.2,1.6,16.0,585,2.1,6
18.6,18.6,1.7,32.26,0.0,0,53.1,38.6,271,1022.8,1.6,16.0,400,1.4,4
18.1,18.1,-0.5,28.43,0.0,0,58.0,38.6,277,1023.4,1.6,16.0,208,0.7,2
16.9,16.9,-0.9,29.61,0.0,0,44.5,19.6,300,1024.3,1.6,16.0,51,0.2,1
14.2,14.2,0.1,38.16,0.0,0,38.9,15.3,298,1025.4,0.9,16.0,5,0.0,0
9.7,8.6,1.2,55.57,0.0,0,16.2,8.2,245,1026.4,0.9,16.0,0,0.0,0
8.7,8.7,2.2,63.72,0.0,0,9.4,1.2,329,1027.0,0.9,16.0,0,0.0,0
6.9,6.1,1.8,70.01,0.0,0,11.9,5.5,260,1027.8,0.9,16.0,0,0.0,0
3.7,2.3,1.2,83.72,0.0,0,15.5,5.8,257,1028.6,0.9,16.0,0,0.0,0
4.1,4.1,1.2,81.39,0.0,0,12.2,1.0,356,1029.2,0.9,16.0,0,0.0,0
3.5,3.5,2.0,89.69,0.0,0,33.5,0.8,4,1029.8,1.6,16.0,0,0.0,0
6.8,3.7,2.2,72.83,0.0,0,24.1,16.6,59,1030.4,1.6,16.0,0,0.0,0
5.1,2.4,1.2,76.04,0.0,0,21.2,11.8,67,1031.0,1.6,16.0,0,0.0,0
4.0,1.5,0.1,76.0,0.0,0,19.4,9.7,69,1031.4,1.6,16.0,0,0.0,0
3.0,3.0,-0.5,78.02,0.0,0,11.9,0.3,6,1032.7,2.9,15.9,15,0.1,0
