temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
13.9,13.9,12.3,90.08,0.0,0.0,9.4,3.6,70.0,1022.0,3.0,16.3,0,0.0,0
12.8,12.8,11.7,93.02,0.0,0.0,9.4,3.6,50.0,1022.0,5.0,16.3,0,0.0,0
12.3,12.3,11.7,96.12,0.0,0.0,7.6,3.6,40.0,1022.0,7.0,16.3,0,0.0,0
12.3,12.3,11.2,93.0,0.0,0.0,7.6,3.6,30.0,1022.0,7.0,16.3,0,0.0,0
11.7,11.7,11.7,100.0,0.0,0.0,7.6,3.6,20.0,1023.0,8.0,16.3,37,0.1,0
13.4,13.4,12.8,96.16,0.0,0.0,7.6,3.6,10.0,1023.0,3.0,16.3,168,0.6,2
15.6,15.6,13.4,86.75,0.0,0.0,9.4,3.6,40.0,1023.0,6.0,16.3,377,1.4,4
19.5,19.5,12.8,65.22,0.0,0.0,11.2,5.4,60.0,1023.0,6.0,16.3,532,1.9,5
21.2,21.2,12.3,56.82,0.0,0.0,13.0,5.4,60.0,1023.0,1.0,16.3,688,2.5,7
22.8,22.8,12.3,51.54,0.0,0.0,13.0,5.4,70.0,1022.0,2.0,16.3,763,2.7,8
24.5,24.5,11.7,44.72,0.0,0.0,13.0,7.6,80.0,1022.0,3.0,16.3,860,3.1,9
25.0,25.0,11.7,43.4,0.0,0.0,13.0,7.6,90.0,1021.0,3.0,16.2,880,3.2,9
25.6,25.6,11.7,41.88,0.0,0.0,13.0,7.6,80.0,1020.0,4.0,16.2,816,2.9,8
25.6,25.6,12.3,43.57,0.0,0.0,13.0,5.4,90.0,1020.0,6.0,16.2,753,2.7,8
26.2,26.2,12.3,42.05,0.0,0.0,13.0,5.4,90.0,1019.0,7.0,16.2,689,2.5,7
25.6,25.6,12.8,45.02,0.0,0.0,13.0,5.4,100.0,1019.0,6.0,16.2,536,1.9,5
24.5,24.5,13.4,49.99,0.0,0.0,14.0,6.5,115.0,1019.0,5.0,16.2,383,1.4,4
23.4,23.4,13.9,55.18,0.0,0.0,14.8,7.6,130.0,1019.0,4.0,16.2,230,0.8,2
21.5,21.5,14.1,62.74,0.0,0.0,12.2,6.1,136.7,1019.0,3.7,16.2,155,0.6,2
19.7,19.7,14.3,71.02,0.0,0.0,10.1,5.0,143.3,1019.0,3.3,16.3,79,0.3,0
17.8,17.8,14.5,81.02,0.0,0.0,7.6,3.6,150.0,1020.0,3.0,16.3,4,0.0,0
17.1,17.1,14.3,83.59,0.0,0.0,6.8,2.9,143.3,1020.0,3.3,16.3,3,0.0,0
16.3,16.3,14.1,86.82,0.0,0.0,6.1,2.5,136.7,1019.0,3.7,16.3,3,0.0,0
15.6,15.6,13.9,89.62,0.0,0.0,5.4,1.8,130.0,1020.0,4.0,16.3,2,0.0,0
15.0,15.0,13.7,91.93,0.0,0.0,5.4,1.8,106.7,1020.0,5.0,16.3,1,0.0,0
14.5,14.5,13.6,94.33,0.0,0.0,5.4,1.8,83.3,1021.0,6.0,16.3,1,0.0,0
13.9,13.9,13.4,96.8,0.0,0.0,5.4,1.8,60.0,1021.0,7.0,16.3,0,0.0,0
14.7,14.7,13.8,94.34,0.0,0.0,6.8,2.5,63.3,1021.0,6.0,16.3,22,0.1,0
15.4,15.4,14.1,91.96,0.0,0.0,7.9,2.9,66.7,1021.0,5.0,16.3,45,0.2,0
16.2,16.2,14.5,89.66,0.0,0.0,9.4,3.6,70.0,1021.0,4.0,16.3,67,0.2,1
18.6,18.6,15.1,80.09,0.0,0.0,11.2,4.3,90.0,1022.0,3.3,16.3,207,0.7,2
21.0,21.0,15.6,71.26,0.0,0.0,13.0,4.7,110.0,1022.0,2.7,16.3,346,1.2,3
23.4,23.4,16.2,63.97,0.0,0.0,14.8,5.4,130.0,1022.0,2.0,16.3,486,1.7,5
24.5,24.5,16.0,59.12,0.0,0.0,16.6,6.8,136.7,1021.0,2.3,16.3,550,2.0,6
25.6,25.6,15.8,54.67,0.0,0.0,18.7,7.9,143.3,1021.0,2.7,16.3,615,2.2,6
26.7,26.7,15.6,50.57,0.0,0.0,20.5,9.4,150.0,1020.0,3.0,16.3,679,2.4,7
26.9,27.3,15.6,49.98,0.0,0.0,20.5,9.4,150.0,1020.0,3.7,16.3,726,2.6,7
27.1,27.4,15.6,49.4,0.0,0.0,20.5,9.4,150.0,1019.0,4.3,16.3,774,2.8,8
27.3,27.6,15.6,48.82,0.0,0.0,20.5,9.4,150.0,1019.0,5.0,16.3,821,3.0,8
26.5,26.5,15.8,51.83,0.0,1.0,19.1,8.6,146.7,1019.0,6.3,16.3,746,2.7,7
25.8,25.8,16.0,54.72,0.0,1.0,18.0,8.3,143.3,1019.0,7.7,16.3,672,2.4,7
25.0,25.0,16.2,58.12,0.0,1.0,16.6,7.6,140.0,1019.0,9.0,16.3,597,2.1,6
22.9,22.9,16.0,65.1,0.0,1.0,15.5,7.6,146.7,1019.0,9.0,16.3,402,1.4,0
21.1,21.1,15.9,72.2,0.0,1.0,13.7,6.8,143.3,1020.0,10.0,16.3,207,0.7,0
19.2,19.2,15.7,80.17,0.0,1.0,11.9,5.8,140.0,1020.0,11.0,16.3,12,0.0,0
18.6,18.6,15.8,83.76,0.0,1.0,11.5,5.4,140.0,1020.0,14.0,16.3,10,0.0,0
18.0,18.0,15.9,87.53,0.0,1.0,10.8,4.7,140.0,1020.0,17.0,16.3,8,0.0,0
17.4,17.4,16.0,91.49,0.0,1.0,10.4,4.3,140.0,1020.0,20.0,16.3,6,0.0,0
17.3,17.3,16.0,92.07,0.0,4.0,10.4,4.0,136.7,1020.0,24.3,16.3,4,0.0,0
17.1,17.1,15.9,92.65,0.0,4.0,10.4,3.2,133.3,1019.0,28.7,16.3,2,0.0,0
17.0,17.0,15.9,93.24,0.0,4.0,10.4,2.9,130.0,1019.0,33.0,16.3,0,0.0,0
17.4,17.4,16.3,93.26,0.0,4.0,10.8,3.2,136.7,1019.0,34.7,16.3,5,0.0,0
17.8,17.8,16.6,92.69,0.0,4.0,11.2,4.0,143.3,1020.0,36.3,16.3,10,0.0,0
18.2,18.2,17.0,92.71,0.0,4.0,11.5,4.3,150.0,1020.0,38.0,16.3,15,0.1,0
20.5,20.5,17.5,82.93,0.0,10.0,14.0,5.4,160.0,1020.0,41.0,24.1,129,0.5,1
22.9,22.9,17.9,73.44,0.0,10.0,16.6,6.1,170.0,1020.0,44.0,24.1,244,0.9,2
25.2,25.2,18.4,66.0,0.0,10.0,19.1,7.2,180.0,1020.0,47.0,24.1,358,1.3,4
26.4,26.4,18.7,62.63,0.0,10.0,20.5,8.3,183.3,1019.0,48.3,24.1,418,1.5,4
27.7,28.9,19.1,59.5,0.0,10.0,22.3,9.0,186.7,1019.0,49.7,24.1,477,1.7,5
28.9,30.3,19.4,56.53,0.0,10.0,23.8,10.1,190.0,1018.0,51.0,24.1,537,1.9,5
29.0,30.5,19.7,57.26,0.0,30.0,23.8,10.4,190.0,1018.0,57.3,24.1,531,1.9,5
29.1,30.8,19.9,57.64,0.0,30.0,23.4,11.2,190.0,1018.0,63.7,24.1,525,1.9,5
29.2,31.0,20.2,58.38,0.3,30.0,23.4,11.5,190.0,1017.0,70.0,24.1,519,1.9,5
28.2,29.9,20.3,62.25,0.0,30.0,22.0,10.4,190.0,1017.0,71.0,19.0,479,1.7,5
27.2,28.8,20.5,66.82,0.0,30.0,20.5,9.7,190.0,1017.0,72.0,10.1,438,1.6,4
26.2,26.2,20.6,71.31,0.0,30.0,19.1,8.6,190.0,1017.0,73.0,8.4,398,1.4,4
25.1,25.1,20.7,76.6,0.0,36.0,18.0,7.6,193.3,1017.0,72.7,8.6,266,1.0,0
23.9,23.9,20.9,83.32,0.0,36.0,16.9,6.8,196.7,1017.0,72.3,7.4,134,0.5,0
22.8,22.8,21.0,89.59,0.0,36.0,15.8,5.8,200.0,1017.0,72.0,24.1,2,0.0,0
22.3,22.3,20.9,91.79,0.0,36.0,15.5,5.8,200.0,1017.0,72.3,24.1,2,0.0,0
21.9,21.9,20.8,93.48,0.0,36.0,15.1,5.8,200.0,1017.0,72.7,24.1,1,0.0,0
21.4,21.4,20.7,95.79,1.1,36.0,14.8,5.8,200.0,1017.0,73.0,24.1,1,0.0,0
21.2,21.2,20.6,96.38,0.0,32.0,15.1,6.1,203.3,1017.0,73.0,24.1,1,0.0,0
20.9,20.9,20.4,96.97,0.0,32.0,15.5,6.8,206.7,1017.0,73.0,24.1,0,0.0,0
20.7,20.7,20.3,97.56,0.3,32.0,15.8,7.2,210.0,1017.0,73.0,24.1,0,0.0,0
20.8,20.8,20.5,98.17,0.0,32.0,16.9,7.6,210.0,1016.0,74.0,24.1,5,0.0,0
20.9,20.9,20.7,98.78,0.0,32.0,17.6,8.3,210.0,1016.0,75.0,24.1,10,0.0,0
21.0,21.0,20.9,99.39,0.0,32.0,18.7,8.6,210.0,1016.0,76.0,24.1,15,0.1,0
22.3,22.3,21.5,95.23,0.0,36.0,20.5,9.7,210.0,1017.0,74.3,24.1,150,0.5,2
23.5,23.5,22.0,91.3,0.0,36.0,22.0,10.4,210.0,1017.0,72.7,24.1,286,1.0,3
24.8,24.8,22.6,87.59,0.3,36.0,23.8,11.5,210.0,1016.0,71.0,24.1,421,1.5,4
25.8,25.8,22.7,83.03,0.0,36.0,24.8,11.9,210.0,1016.0,65.7,24.1,483,1.7,5
26.8,29.1,22.7,78.27,0.0,36.0,26.3,12.6,210.0,1015.0,60.3,24.1,546,2.0,5
27.8,30.7,22.8,74.26,0.0,36.0,27.4,13.0,210.0,1015.0,55.0,24.1,608,2.2,6
27.9,30.8,22.7,73.38,0.0,56.0,27.4,13.0,213.3,1014.0,52.7,24.1,652,2.3,7
27.9,30.8,22.6,72.94,0.0,56.0,27.0,13.0,216.7,1013.0,50.3,24.1,695,2.5,7
28.0,30.8,22.5,72.07,0.3,56.0,27.0,13.0,220.0,1014.0,48.0,7.8,739,2.7,7
27.5,30.0,22.3,73.31,0.0,56.0,24.8,11.9,216.7,1014.0,49.0,4.7,672,2.4,7
27.1,29.3,22.2,74.6,0.0,56.0,23.0,11.2,213.3,1013.0,50.0,24.1,606,2.2,6
26.6,26.6,22.0,75.89,0.0,56.0,20.9,10.1,210.0,1013.0,51.0,24.1,539,1.9,5
25.4,25.4,22.0,81.48,0.0,53.0,19.4,9.0,213.3,1013.0,54.3,24.1,362,1.3,0
24.2,24.2,21.9,87.01,0.0,53.0,18.4,8.3,216.7,1013.0,57.7,24.1,185,0.7,0
23.0,23.0,21.9,93.53,0.3,53.0,16.9,7.2,220.0,1013.0,61.0,24.1,8,0.0,0
22.6,22.6,21.8,95.24,0.0,53.0,16.9,7.2,220.0,1013.0,61.3,24.1,7,0.0,0
22.2,22.2,21.8,97.59,0.0,53.0,16.9,7.2,220.0,1013.0,61.7,24.1,6,0.0,0
21.8,21.8,21.7,99.39,0.0,53.0,16.9,7.2,220.0,1013.0,62.0,24.1,5,0.0,0
21.5,21.5,21.5,100.0,0.0,51.0,17.3,7.2,220.0,1013.0,65.3,24.1,3,0.0,0
21.2,21.2,21.3,100.0,0.0,51.0,17.6,7.2,220.0,1012.0,68.7,24.1,2,0.0,0
20.9,20.9,21.1,100.0,0.5,51.0,18.0,7.2,220.0,1012.0,72.0,24.1,0,0.0,0
21.0,21.0,21.2,100.0,0.0,51.0,18.4,7.6,223.3,1012.0,72.3,24.1,6,0.0,0
21.2,21.2,21.4,100.0,0.0,51.0,19.1,8.3,226.7,1013.0,72.7,24.1,12,0.0,0
21.3,21.3,21.5,100.0,0.0,51.0,19.4,8.6,230.0,1013.0,73.0,24.1,18,0.1,0
22.6,22.6,21.9,95.83,0.0,49.0,20.5,9.0,230.0,1012.0,67.7,24.1,94,0.3,1
24.0,24.0,22.4,90.78,0.0,49.0,21.6,9.7,230.0,1012.0,62.3,24.1,169,0.6,2
25.3,25.3,22.8,86.06,0.3,49.0,22.7,10.1,230.0,1011.0,57.0,24.1,245,0.9,2
26.0,26.0,22.8,82.55,0.0,49.0,24.1,11.2,236.7,1011.0,55.7,19.2,325,1.2,3
26.8,29.1,22.7,78.27,0.0,49.0,25.2,11.9,243.3,1011.0,54.3,14.4,406,1.5,4
27.5,30.2,22.7,75.12,1.5,49.0,26.6,13.0,250.0,1011.0,53.0,9.5,486,1.7,5
27.8,30.6,22.6,73.37,0.0,56.0,26.3,13.0,250.0,1010.0,53.0,14.4,551,2.0,6
28.0,30.9,22.6,72.51,0.0,56.0,25.6,13.0,250.0,1010.0,53.0,19.2,615,2.2,6
28.3,31.3,22.5,70.83,0.3,56.0,25.2,13.0,250.0,1009.0,53.0,24.1,680,2.4,7
27.8,30.5,22.4,72.48,0.0,56.0,23.0,11.5,250.0,1009.0,49.0,24.1,616,2.2,6
27.4,29.9,22.4,74.2,0.0,56.0,20.9,10.1,250.0,1009.0,45.0,24.1,552,2.0,6
26.9,29.1,22.3,75.94,0.8,56.0,18.7,8.6,250.0,1009.0,41.0,24.1,488,1.8,5
25.6,25.6,22.0,80.52,0.0,46.0,17.3,7.6,253.3,1009.0,37.7,24.1,328,1.2,0
24.2,24.2,21.8,86.48,0.0,46.0,15.5,6.8,256.7,1010.0,34.3,24.1,167,0.6,0
22.9,22.9,21.5,91.83,0.3,46.0,14.0,5.8,260.0,1010.0,31.0,24.1,7,0.0,0
22.3,22.3,21.3,94.07,0.0,46.0,13.3,5.4,256.7,1010.0,33.0,24.1,6,0.0,0
21.6,21.6,21.0,96.39,0.0,46.0,13.0,4.7,253.3,1009.0,35.0,24.1,4,0.0,0
21.0,21.0,20.8,98.78,0.0,46.0,12.2,4.3,250.0,1009.0,37.0,24.1,3,0.0,0
20.8,20.8,20.6,98.78,0.0,26.0,12.2,4.3,253.3,1009.0,41.0,24.1,2,0.0,0
20.5,20.5,20.3,98.77,0.0,26.0,11.9,4.3,256.7,1010.0,45.0,24.1,1,0.0,0
20.3,20.3,20.1,98.77,0.3,26.0,11.9,4.3,260.0,1010.0,49.0,24.1,0,0.0,0
20.6,20.6,20.4,98.77,0.0,26.0,12.2,4.7,270.0,1010.0,49.3,24.1,6,0.0,0
20.8,20.8,20.7,99.39,0.0,26.0,13.0,5.4,280.0,1010.0,49.7,24.1,12,0.0,0
21.1,21.1,21.0,99.39,0.0,26.0,13.3,5.8,290.0,1010.0,50.0,24.1,18,0.1,0
22.7,22.7,21.5,92.95,0.0,19.0,14.8,6.1,276.7,1010.0,43.7,24.1,162,0.6,2
24.4,24.4,22.0,86.49,0.0,19.0,16.2,6.8,263.3,1011.0,37.3,24.1,305,1.1,3
26.0,26.0,22.5,81.06,0.0,19.0,17.6,7.2,250.0,1011.0,31.0,24.1,449,1.6,4
27.1,29.4,22.3,75.05,0.0,19.0,19.1,7.6,250.0,1011.0,32.0,20.7,508,1.8,5
28.1,30.8,22.1,69.93,0.0,19.0,20.9,8.3,250.0,1010.0,33.0,17.3,568,2.0,6
29.2,32.1,21.9,64.81,0.0,19.0,22.3,8.6,250.0,1010.0,34.0,13.9,627,2.3,6
29.3,32.2,21.9,64.44,0.0,25.0,21.6,8.6,256.7,1010.0,36.3,17.3,667,2.4,7
29.5,32.6,22.0,64.09,0.0,25.0,20.9,9.0,263.3,1010.0,38.7,20.7,708,2.5,7
29.6,32.7,22.0,63.72,0.3,25.0,20.2,9.0,270.0,1010.0,41.0,24.1,748,2.7,7
29.0,31.8,21.9,65.56,0.0,25.0,18.7,8.3,273.3,1010.0,36.0,22.4,680,2.4,7
28.4,31.0,21.8,67.47,0.0,25.0,16.9,7.9,276.7,1010.0,31.0,20.8,611,2.2,6
27.8,30.1,21.7,69.45,0.6,25.0,15.5,7.2,280.0,1010.0,26.0,19.1,543,2.0,5
26.5,26.5,21.6,74.5,0.0,21.0,14.0,6.1,266.7,1010.0,26.0,20.8,365,1.3,0
25.1,25.1,21.5,80.45,0.0,21.0,13.0,5.4,253.3,1011.0,26.0,22.4,187,0.7,0
23.8,23.8,21.4,86.44,0.0,21.0,11.5,4.3,240.0,1011.0,26.0,24.1,9,0.0,0
23.3,23.3,21.2,88.0,0.0,21.0,11.5,4.3,230.0,1011.0,27.7,24.1,8,0.0,0
22.8,22.8,21.0,89.59,0.0,21.0,11.2,4.3,220.0,1011.0,29.3,24.1,6,0.0,0
22.3,22.3,20.8,91.23,0.1,21.0,11.2,4.3,210.0,1011.0,31.0,24.1,5,0.0,0
22.0,22.0,20.7,92.34,0.0,21.0,11.9,4.7,223.3,1011.0,34.7,24.1,3,0.0,0
21.6,21.6,20.5,93.46,0.0,21.0,13.0,5.4,236.7,1011.0,38.3,24.1,2,0.0,0
21.3,21.3,20.4,94.61,0.3,21.0,13.7,5.8,250.0,1011.0,42.0,24.1,0,0.0,0
21.5,21.5,20.7,95.21,0.0,21.0,14.0,6.1,250.0,1012.0,39.3,24.1,6,0.0,0
21.6,21.6,20.9,95.8,0.0,21.0,14.8,6.8,250.0,1012.0,36.7,24.1,12,0.0,0
21.8,21.8,21.2,96.39,0.0,21.0,15.1,7.2,250.0,1013.0,34.0,24.1,18,0.1,0
23.5,23.5,21.7,89.65,0.0,23.0,17.6,8.3,246.7,1013.0,33.7,24.1,153,0.6,2
25.2,25.2,22.3,83.98,0.0,23.0,19.8,9.0,243.3,1013.0,33.3,24.1,289,1.0,3
26.9,29.3,22.8,78.28,0.3,23.0,22.3,10.1,240.0,1013.0,33.0,24.1,424,1.5,4
27.9,30.9,22.9,74.28,0.0,23.0,23.8,11.2,230.0,1013.0,32.7,24.1,491,1.8,5
28.9,32.4,22.9,70.08,0.0,23.0,24.8,11.9,220.0,1012.0,32.3,24.1,557,2.0,6
29.9,33.9,23.0,66.55,0.0,23.0,26.3,13.0,210.0,1012.0,32.0,24.1,624,2.2,6
30.0,33.9,22.9,65.77,0.0,33.0,26.3,13.0,216.7,1012.0,35.0,24.1,674,2.4,7
30.0,33.9,22.8,65.37,0.0,33.0,25.9,13.3,223.3,1012.0,38.0,24.1,724,2.6,7
30.1,33.9,22.7,64.61,0.3,33.0,25.9,13.3,230.0,1012.0,41.0,24.1,774,2.8,8
29.5,33.2,22.8,67.28,0.0,33.0,24.1,12.2,230.0,1012.0,38.0,24.1,702,2.5,7
28.8,32.3,22.9,70.49,0.0,33.0,22.3,11.2,230.0,1012.0,35.0,24.1,629,2.3,6
28.2,31.5,23.0,73.43,0.0,33.0,20.5,10.1,230.0,1012.0,32.0,24.1,557,2.0,6
26.9,29.3,22.9,78.76,0.0,38.7,18.7,9.0,230.0,1012.0,31.7,24.1,374,1.3,0
25.6,25.6,22.7,84.02,0.0,38.7,17.3,8.3,230.0,1013.0,31.3,24.1,192,0.7,0
24.3,24.3,22.6,90.25,0.3,38.7,15.5,7.2,230.0,1013.0,31.0,24.1,9,0.0,0
23.2,23.2,21.9,92.41,0.0,38.7,15.1,9.4,221.6,1013.0,9.4,24.1,0,0.0,0
22.8,22.8,21.7,93.52,0.0,38.7,16.9,9.0,222.5,1013.0,18.9,24.1,0,0.0,0
22.3,22.3,21.6,95.82,0.0,38.7,18.4,9.0,223.3,1013.0,28.3,24.1,0,0.0,0
22.0,22.0,21.4,96.4,0.0,19.4,19.4,9.4,218.6,1013.0,42.3,24.1,0,0.0,0
21.8,21.8,21.2,96.39,0.0,19.4,20.9,9.7,213.8,1013.0,56.3,24.1,0,0.0,0
21.5,21.5,21.0,96.98,0.0,19.4,22.0,10.1,209.1,1013.0,70.3,24.1,0,0.0,0
22.0,22.0,21.1,94.64,0.0,19.4,23.8,10.1,214.3,1013.0,80.2,24.1,9,0.0,0
22.4,22.4,21.2,92.93,0.0,19.4,25.9,9.7,219.6,1013.0,90.1,24.1,18,0.1,0
22.9,22.9,21.3,90.71,0.0,19.4,27.7,9.7,224.8,1013.0,100.0,24.1,27,0.1,0
24.4,24.4,20.9,80.86,0.0,35.5,22.3,9.4,238.0,1013.0,100.0,24.1,127,0.5,1
26.0,26.0,20.5,71.72,0.0,35.5,16.6,8.6,251.1,1014.0,100.0,24.1,226,0.8,2
27.5,29.0,20.1,64.05,0.0,35.5,11.2,8.3,264.3,1014.0,100.0,24.1,326,1.2,3
28.4,30.0,19.9,60.03,0.0,35.5,12.2,9.4,244.1,1014.0,68.5,24.1,478,1.7,5
29.4,31.0,19.7,55.95,0.0,35.5,13.0,10.8,223.9,1013.0,36.9,24.1,631,2.3,6
30.3,31.8,19.5,52.47,0.3,35.5,14.0,11.9,203.7,1013.0,5.4,24.1,783,2.8,8
30.1,31.7,19.6,53.41,0.0,48.4,11.2,10.4,198.0,1013.0,22.0,24.1,739,2.7,7
29.9,31.6,19.8,54.7,0.0,48.4,8.6,8.6,192.4,1012.0,38.5,24.1,696,2.5,7
29.7,31.4,19.9,55.68,0.0,48.4,5.8,7.2,186.7,1012.0,55.1,24.1,652,2.3,7
28.6,30.5,20.5,61.58,0.0,48.4,7.9,7.9,141.8,1012.0,66.6,24.1,524,1.9,5
27.5,29.5,21.2,68.55,0.0,48.4,10.4,8.3,96.9,1013.0,78.2,24.1,397,1.4,4
26.4,26.4,21.8,75.86,1.0,48.4,12.6,9.0,52.0,1013.0,89.7,24.1,269,1.0,3
25.1,25.1,21.5,80.45,0.0,45.2,12.2,8.6,55.4,1013.0,64.9,24.1,179,0.6,0
23.7,23.7,21.1,85.37,0.0,45.2,11.9,8.6,58.8,1013.0,40.2,24.1,90,0.3,0
22.4,22.4,20.8,90.67,0.0,45.2,11.5,8.3,62.2,1013.0,15.4,24.1,0,0.0,0
22.0,22.0,20.8,92.91,0.0,45.2,14.4,8.6,60.5,1013.0,16.6,24.1,0,0.0,0
21.5,21.5,20.7,95.21,0.0,45.2,17.3,8.6,58.8,1014.0,17.7,24.1,0,0.0,0
21.1,21.1,20.7,97.57,0.0,45.2,20.2,9.0,57.1,1014.0,18.9,24.1,0,0.0,0
20.5,20.5,20.0,96.96,0.0,32.3,21.2,9.0,44.6,1014.0,12.8,24.1,0,0.0,0
20.0,20.0,19.4,96.34,0.0,32.3,22.0,9.4,32.1,1014.0,6.6,24.1,0,0.0,0
19.4,19.4,18.7,95.73,0.0,32.3,23.0,9.4,19.6,1014.0,0.5,24.1,0,0.0,0
19.7,19.7,18.8,94.55,0.0,32.3,21.6,10.1,20.4,1014.0,3.6,24.1,11,0.0,0
20.0,20.0,18.8,92.81,0.0,32.3,20.2,10.4,21.3,1015.0,6.7,24.1,23,0.1,0
20.3,20.3,18.9,91.67,0.0,32.3,18.7,11.2,22.1,1015.0,9.8,24.1,34,0.1,0
21.9,21.9,19.5,86.26,0.0,25.8,16.9,11.5,20.8,1015.0,28.9,24.1,157,0.6,2
23.4,23.4,20.0,81.23,0.0,25.8,15.1,11.5,19.6,1015.0,48.1,24.1,280,1.0,3
25.0,25.0,20.6,76.58,0.0,25.8,13.3,11.9,18.3,1015.0,67.2,24.1,403,1.5,4
25.6,25.6,20.9,75.27,0.0,25.8,13.7,12.2,17.1,1015.0,53.4,19.2,469,1.7,5
26.1,26.1,21.1,73.98,0.0,25.8,13.7,12.6,15.9,1015.0,39.6,14.2,534,1.9,5
26.7,26.7,21.4,72.73,0.0,25.8,14.0,13.0,14.7,1015.0,25.8,9.3,600,2.2,6
26.6,26.6,21.6,74.06,0.0,51.6,14.8,13.7,18.9,1015.0,28.3,12.6,649,2.3,6
26.5,26.5,21.8,75.42,0.0,51.6,15.5,14.0,23.2,1015.0,30.7,16.0,698,2.5,7
26.4,26.4,22.0,76.8,0.0,51.6,16.2,14.8,27.4,1015.0,33.2,19.3,747,2.7,7
25.6,25.6,22.0,80.52,0.0,51.6,19.1,14.0,31.5,1015.0,22.1,20.9,607,2.2,6
24.8,24.8,21.9,83.94,0.0,51.6,22.3,13.3,35.6,1015.0,11.1,22.5,466,1.7,5
24.0,24.0,21.9,88.06,0.1,51.6,25.2,12.6,39.7,1015.0,0.0,24.1,326,1.2,3
22.7,22.7,21.1,90.69,0.0,19.4,26.3,12.2,31.2,1015.0,0.0,24.1,217,0.8,0
21.5,21.5,20.4,93.46,0.0,19.4,27.0,12.2,22.7,1016.0,0.0,24.1,109,0.4,0
20.2,20.2,19.6,96.35,0.0,19.4,28.1,11.9,14.2,1016.0,0.0,24.1,0,0.0,0
19.6,19.6,18.9,95.73,0.0,19.4,25.9,11.2,12.3,1016.0,0.0,24.1,0,0.0,0
18.9,18.9,18.3,96.31,0.0,19.4,23.8,10.4,10.3,1016.0,0.0,24.1,0,0.0,0
18.3,18.3,17.6,95.69,0.0,19.4,21.6,9.7,8.4,1016.0,0.0,24.1,0,0.0,0
