temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy
13.8,13.8,12.8,94.0,0.0,0,22.3,2.1,326,1012.6,0.8,3.8,87,0.3
19.0,19.0,16.1,83.06,0.0,0,25.9,9.1,229,1012.3,1.4,16.0,321,1.2
22.2,22.2,16.7,71.2,0.0,0,27.7,13.4,211,1011.7,1.4,16.0,346,1.2
23.8,23.8,17.7,68.9,0.0,0,29.5,13.5,229,1011.6,1.4,16.0,482,1.7
25.6,25.6,17.2,59.88,0.0,0,29.5,18.2,249,1011.7,1.4,16.0,547,2.0
26.2,26.2,18.0,60.41,0.0,0,31.3,18.3,210,1011.6,5.2,15.7,650,2.3
28.4,29.0,17.4,51.21,0.0,0,35.3,23.8,220,1011.4,1.6,16.0,741,2.7
29.9,30.2,16.8,45.22,0.0,0,36.5,21.4,240,1011.1,28.3,16.0,887,3.2
30.1,30.4,16.6,44.36,0.0,0,33.5,22.8,241,1010.8,1.6,16.0,813,2.9
28.7,28.9,16.2,46.78,0.0,0,38.6,21.3,240,1010.1,1.9,16.0,57,0.2
23.5,23.5,18.5,73.48,0.0,0,42.5,15.1,318,1010.6,87.6,7.4,411,1.5
25.1,25.1,19.0,68.86,0.072,100,27.7,20.1,210,1011.0,47.8,16.0,269,1.0
26.2,26.2,18.8,63.65,0.0,0,27.7,10.9,250,1010.9,2.2,16.0,100,0.4
26.8,27.8,18.4,60.35,0.0,0,25.9,11.4,294,1011.2,32.1,16.0,112,0.4
25.7,25.7,18.9,66.18,0.0,0,24.1,11.6,266,1011.6,85.0,16.0,7,0.0
23.3,23.3,18.6,74.92,0.089,100,22.3,7.9,248,1012.1,89.4,16.0,0,0.0
23.3,23.3,18.6,74.77,0.0,0,20.5,7.3,273,1012.4,100.0,16.0,0,0.0
22.7,22.7,18.9,79.07,0.0,0,18.4,1.1,360,1012.6,45.7,16.0,0,0.0
20.8,20.8,18.6,86.94,0.0,0,16.6,4.6,268,1012.6,55.6,15.9,0,0.0
21.1,21.1,16.5,75.18,0.0,0,16.6,8.2,327,1012.6,30.8,15.3,0,0.0
20.7,20.7,14.3,66.56,0.0,0,16.6,9.4,345,1013.1,89.5,15.1,0,0.0
19.5,19.5,14.3,71.66,0.0,0,16.6,8.8,357,1013.6,95.5,15.0,0,0.0
18.9,18.9,16.6,86.78,0.0,0,18.4,16.9,41,1013.7,100.0,11.6,0,0.0
17.9,17.9,14.3,79.63,0.0,0,18.4,8.1,50,1014.0,99.2,16.0,0,0.0
17.9,17.9,14.3,79.51,0.0,0,18.4,9.0,29,1014.7,100.0,16.0,78,0.3
17.9,17.9,13.9,77.37,0.0,0,18.4,11.2,40,1015.2,84.9,16.0,83,0.3
18.9,18.9,14.3,75.01,0.0,0,16.6,12.9,69,1014.9,28.6,16.0,230,0.8
20.0,20.0,14.9,72.32,0.0,0,16.6,11.1,93,1014.4,90.5,16.0,390,1.4
21.2,21.2,14.9,67.11,0.0,0,14.8,12.8,101,1014.3,89.2,16.0,216,0.8
21.8,21.8,15.5,67.34,0.0,0,14.8,9.4,65,1014.1,81.4,16.0,780,2.8
23.3,23.3,16.5,65.55,0.0,0,14.8,6.0,134,1014.0,5.2,16.0,851,3.1
23.4,23.4,16.1,63.38,0.0,0,14.8,7.9,191,1013.5,87.8,16.0,695,2.5
23.9,23.9,16.6,63.66,0.0,0,16.6,10.8,141,1012.7,29.8,16.0,538,1.9
23.4,23.4,17.1,67.78,0.0,0,18.4,9.8,144,1012.2,84.9,16.0,133,0.5
21.9,21.9,18.8,82.65,0.089,100,18.4,5.4,105,1012.1,100.0,5.9,87,0.3
21.8,21.8,19.3,85.83,0.233,100,20.5,4.6,55,1011.3,99.8,6.8,90,0.3
20.8,20.8,19.5,92.0,0.508,100,22.3,10.6,107,1010.4,99.7,5.2,37,0.1
20.7,20.7,19.3,91.84,0.093,100,24.1,12.9,110,1009.6,100.0,8.2,19,0.1
20.7,20.7,19.3,91.82,0.0,0,25.9,15.0,109,1008.5,100.0,7.4,0,0.0
20.1,20.1,18.9,92.99,0.018,100,18.4,13.1,111,1007.5,100.0,10.4,0,0.0
20.7,20.7,19.3,92.2,0.0,0,25.9,10.8,103,1007.0,100.0,8.4,0,0.0
21.7,21.7,20.6,93.78,0.0,0,35.4,16.7,132,1005.3,100.0,5.7,0,0.0
22.3,22.3,20.0,87.04,0.18,100,38.9,17.1,170,1003.5,98.8,15.6,0,0.0
21.9,21.9,19.4,85.65,0.064,100,39.6,22.6,224,1003.4,100.0,15.7,0,0.0
21.3,21.3,18.4,83.73,0.024,100,40.7,27.1,240,1003.3,88.6,16.0,0,0.0
19.6,19.6,17.4,87.17,0.033,100,46.2,22.6,278,1003.9,99.8,16.0,0,0.0
16.8,16.8,14.6,86.59,0.0,0,39.3,19.7,318,1005.6,99.8,16.0,0,0.0
16.3,16.3,14.4,89.02,0.0,0,31.3,17.1,310,1007.0,98.6,16.0,0,0.0
15.8,15.8,14.4,91.2,0.0,0,27.7,18.7,301,1008.4,100.0,16.0,19,0.1
16.2,16.2,14.4,89.09,0.0,0,29.5,15.9,310,1009.1,100.0,16.0,57,0.2
15.7,15.7,13.9,88.67,0.0,0,24.1,19.0,331,1009.2,100.0,16.0,125,0.5
16.8,16.8,13.9,82.85,0.0,0,27.7,18.1,330,1009.7,100.0,16.0,178,0.6
17.9,17.9,14.3,79.66,0.0,0,22.3,13.5,323,1010.4,100.0,16.0,326,1.2
20.1,20.1,15.0,72.61,0.0,0,20.5,11.3,300,1010.4,89.2,16.0,988,3.6
21.2,21.2,14.5,65.26,0.0,0,20.5,5.8,185,1010.6,84.7,16.0,758,2.7
21.7,21.7,15.0,65.56,0.0,0,20.5,7.4,183,1010.5,35.8,16.0,987,3.6
22.9,22.9,16.1,65.5,0.0,0,20.5,11.3,265,1010.2,28.3,16.0,996,3.6
23.4,23.4,16.7,65.79,0.0,0,33.5,6.3,247,1010.1,55.0,16.0,369,1.3
22.5,22.5,15.8,66.01,0.0,0,14.8,10.2,264,1010.3,50.0,16.0,481,1.7
23.9,23.9,16.1,62.06,0.0,0,14.8,11.9,229,1010.1,4.7,16.0,312,1.1
23.9,23.9,16.1,61.69,0.0,0,14.8,12.1,243,1009.8,7.2,16.0,255,0.9
23.0,23.0,15.7,63.33,0.0,0,13.0,7.9,256,1009.8,0.9,16.0,72,0.3
21.3,21.3,15.7,70.37,0.0,0,9.4,5.5,283,1010.0,1.6,16.0,6,0.0
17.7,17.7,15.6,87.47,0.0,0,9.4,1.1,333,1010.3,1.6,16.0,0,0.0
16.6,16.6,15.7,94.34,0.0,0,9.4,1.0,318,1010.8,1.6,16.0,0,0.0
15.6,15.6,14.6,93.85,0.0,0,9.4,4.6,268,1011.0,1.6,14.3,0,0.0
14.9,14.9,14.2,95.15,0.0,0,9.4,0.4,350,1011.1,1.6,9.1,0,0.0
14.7,14.7,13.9,94.8,0.0,0,9.4,4.8,252,1011.1,0.8,3.4,0,0.0
13.4,13.4,13.2,98.58,0.0,0,9.4,0.0,0,1010.8,0.9,2.1,0,0.0
13.4,13.4,12.6,94.86,0.0,0,7.6,0.0,0,1011.1,76.9,2.3,0,0.0
13.7,13.7,12.8,94.16,0.0,0,7.6,0.0,0,1011.1,42.3,3.6,0,0.0
12.7,12.7,11.6,93.11,0.0,0,7.6,0.2,355,1011.2,77.7,2.0,2,0.0
13.4,13.4,13.1,97.78,0.0,0,7.6,4.8,257,1011.6,39.3,2.2,65,0.2
17.4,17.4,16.7,95.93,0.0,0,7.6,0.2,350,1011.5,1.6,10.4,182,0.7
20.1,20.1,17.2,83.46,0.0,0,9.4,7.3,196,1011.7,1.6,16.0,340,1.2
22.2,22.2,17.9,76.31,0.0,0,13.0,11.3,200,1012.1,1.6,16.0,526,1.9
23.4,23.4,17.9,70.91,0.0,0,14.8,12.2,176,1012.0,25.3,16.0,713,2.6
25.0,25.0,17.2,61.87,0.0,0,18.4,15.3,202,1011.6,1.6,16.0,837,3.0
25.7,25.7,18.2,63.01,0.0,0,20.5,17.2,203,1011.9,12.1,15.8,956,3.4
26.7,27.8,18.7,61.56,0.0,0,28.8,21.3,182,1011.6,83.2,16.0,952,3.4
26.9,28.1,18.8,61.21,0.0,0,29.5,21.2,202,1010.5,48.1,16.0,137,0.5
21.3,21.3,16.9,76.31,0.139,100,81.5,11.6,190,1010.8,100.0,1.6,777,2.8
25.0,25.0,20.0,73.6,0.089,100,20.5,12.9,96,1010.1,25.5,16.0,622,2.2
24.4,24.4,19.9,76.0,0.132,100,20.5,10.8,123,1009.9,32.1,15.8,390,1.4
24.9,24.9,20.9,78.24,0.0,0,16.6,6.2,104,1009.7,44.4,16.0,158,0.6
23.9,23.9,19.3,75.34,0.0,0,14.8,9.3,101,1009.6,83.4,16.0,52,0.2
22.9,22.9,18.8,77.62,0.0,0,13.0,1.6,41,1010.0,5.9,16.0,3,0.0
21.4,21.4,18.4,83.18,0.0,0,9.4,6.8,141,1010.7,5.9,16.0,0,0.0
20.2,20.2,18.0,87.03,0.0,0,9.4,2.0,47,1010.5,2.9,16.0,0,0.0
20.2,20.2,18.8,91.83,0.0,0,13.0,5.9,187,1010.3,2.9,16.0,0,0.0
21.2,21.2,18.9,87.08,0.0,0,9.4,7.9,186,1010.0,26.9,16.0,0,0.0
20.8,20.8,19.4,91.82,0.056,100,9.4,5.0,219,1010.3,7.7,16.0,0,0.0
20.7,20.7,19.0,89.85,0.017,100,9.4,0.9,323,1010.1,30.8,16.0,0,0.0
20.8,20.8,18.1,84.45,0.056,100,31.7,2.8,329,1010.9,98.6,7.1,0,0.0
18.4,18.4,16.8,90.06,0.736,100,53.6,6.9,329,1011.1,100.0,10.6,0,0.0
18.0,18.0,17.3,95.62,0.094,100,14.8,5.5,124,1011.0,89.4,11.4,0,0.0
18.5,18.5,17.3,92.76,0.016,100,9.4,0.2,352,1010.2,88.6,13.4,11,0.0
18.5,18.5,17.9,96.47,0.09,100,11.2,0.0,0,1010.4,89.2,11.6,107,0.4
20.1,20.1,18.3,89.78,0.0,0,13.0,9.8,179,1011.1,51.4,16.0,172,0.6
20.7,20.7,18.8,89.11,0.0,0,13.0,10.8,163,1011.0,90.6,16.0,117,0.4
20.7,20.7,18.9,88.94,0.0,0,16.6,11.5,163,1010.5,98.8,16.0,143,0.5
20.8,20.8,18.9,88.89,0.0,0,14.8,11.6,180,1011.0,98.8,10.8,123,0.4
20.1,20.1,18.9,92.53,0.177,100,20.5,16.7,180,1011.0,100.0,7.2,143,0.5
20.7,20.7,19.1,90.6,0.168,100,18.4,8.5,186,1011.6,100.0,10.3,132,0.5
20.7,20.7,19.0,89.93,0.48,100,20.5,12.9,157,1011.0,94.9,14.5,651,2.3
22.1,22.1,19.3,84.07,0.049,100,18.4,12.8,187,1010.5,98.6,15.9,383,1.4
22.8,22.8,19.3,80.83,0.0,0,16.6,11.4,171,1010.0,89.4,16.0,238,0.9
22.9,22.9,18.9,78.23,0.0,0,16.6,12.6,163,1009.3,98.4,16.0,402,1.4
23.3,23.3,18.9,75.93,0.0,0,14.8,11.2,171,1009.0,29.6,16.0,78,0.3
21.8,21.8,18.9,83.53,0.0,0,14.8,11.1,180,1009.1,25.1,16.0,61,0.2
21.1,21.1,18.4,84.49,0.0,0,13.0,8.1,187,1009.2,1.6,16.0,4,0.0
19.5,19.5,18.4,93.24,0.0,0,14.8,7.8,154,1009.3,1.6,9.1,0,0.0
19.4,19.4,18.3,93.52,0.0,0,14.8,5.4,180,1009.7,2.9,13.1,0,0.0
18.5,18.5,17.9,96.47,0.0,0,14.8,5.4,216,1009.6,2.9,6.9,0,0.0
18.5,18.5,17.9,96.47,0.0,0,14.8,5.5,218,1009.9,77.9,6.5,0,0.0
18.3,18.3,17.3,94.35,0.0,0,14.8,8.0,237,1010.0,30.2,4.7,0,0.0
18.4,18.4,17.9,96.96,0.0,0,14.8,9.0,246,1009.3,91.8,2.6,0,0.0
18.9,18.9,18.4,96.97,0.0,0,11.2,11.0,239,1009.2,100.0,0.3,0,0.0
18.9,18.9,18.4,96.97,0.0,0,16.6,7.7,266,1009.1,100.0,1.1,0,0.0
18.3,18.3,17.7,96.65,0.0,0,16.6,3.5,217,1009.5,100.0,0.6,0,0.0
18.1,18.1,17.4,96.2,0.0,0,13.0,1.1,329,1009.3,100.0,0.1,49,0.2
18.9,18.9,18.4,96.95,0.233,100,18.4,5.9,221,1009.8,100.0,0.3,125,0.5
19.4,19.4,18.9,96.43,0.0,0,20.5,7.8,210,1009.9,90.6,4.8,283,1.0
22.1,22.1,19.3,84.51,0.0,0,22.3,7.8,218,1010.1,0.9,13.4,444,1.6
24.2,24.2,19.0,72.59,0.0,0,24.1,11.2,217,1009.5,0.9,11.7,456,1.6
25.6,25.6,17.6,61.28,0.0,0,35.3,22.4,238,1009.8,1.4,7.1,518,1.9
25.1,25.1,16.3,57.92,0.0,0,37.5,21.4,249,1010.0,5.2,5.2,545,2.0
26.1,26.1,15.6,52.51,0.0,0,37.3,20.2,266,1009.5,4.7,5.0,492,1.8
26.7,26.7,15.5,50.46,0.0,0,42.2,28.3,259,1009.4,50.6,8.2,797,2.9
26.7,27.0,14.4,46.94,0.0,0,49.7,30.7,250,1009.3,30.8,8.3,679,2.4
26.2,26.2,14.0,47.02,0.0,0,44.2,25.2,259,1009.3,28.3,8.2,551,2.0
25.8,25.8,13.9,47.9,0.0,0,40.8,19.9,259,1009.4,7.2,8.3,319,1.1
24.5,24.5,13.3,49.47,0.0,0,38.8,24.9,260,1009.2,0.9,10.1,181,0.7
23.5,23.5,13.3,52.83,0.0,0,38.9,15.6,242,1009.3,0.9,11.2,72,0.3
21.0,21.0,12.9,59.77,0.0,0,14.8,12.0,269,1009.8,1.6,14.2,3,0.0
16.8,16.8,13.3,80.05,0.0,0,14.8,6.0,251,1010.3,1.6,11.7,0,0.0
15.7,15.7,13.3,85.66,0.0,0,9.4,1.1,326,1010.4,0.9,14.2,0,0.0
13.9,13.9,12.4,90.55,0.0,0,9.4,0.9,314,1010.4,1.6,15.9,0,0.0
14.4,14.4,12.9,90.84,0.0,0,9.4,5.5,248,1010.3,1.6,14.3,0,0.0
13.4,13.4,12.4,93.32,0.0,0,11.2,1.5,316,1010.7,0.9,11.7,0,0.0
12.8,12.8,11.9,94.57,0.0,0,13.0,5.9,212,1010.8,0.9,11.7,0,0.0
14.4,14.4,12.4,88.26,0.0,0,13.0,6.7,237,1010.8,1.6,14.3,0,0.0
13.5,13.5,12.0,90.64,0.0,0,14.8,2.1,326,1010.4,0.9,11.5,0,0.0
12.8,12.8,12.0,94.49,0.0,0,14.8,6.2,255,1010.5,0.9,11.3,0,0.0
13.4,13.4,12.4,94.04,0.0,0,14.8,0.8,325,1010.8,0.0,8.3,43,0.2
15.9,15.9,14.3,90.51,0.0,0,16.6,6.2,193,1011.0,1.6,8.3,136,0.5
18.4,18.4,15.6,83.64,0.0,0,18.4,11.4,236,1011.5,1.6,8.0,281,1.0
20.7,20.7,16.6,77.63,0.0,0,20.5,9.9,222,1011.4,1.6,6.5,441,1.6
22.9,22.9,16.2,66.18,0.0,0,20.5,14.7,257,1011.6,1.4,6.6,647,2.3
23.9,23.9,16.2,62.4,0.0,0,20.5,13.5,248,1012.2,1.4,8.3,823,3.0
25.5,25.5,15.0,52.07,0.0,0,27.7,20.7,258,1012.0,25.3,11.2,944,3.4
25.2,25.2,14.5,51.47,0.0,0,31.7,16.3,271,1011.9,54.2,13.1,766,2.8
25.8,25.8,13.5,46.54,0.0,0,29.5,15.3,277,1011.9,28.3,15.9,914,3.3
25.8,25.8,13.9,47.79,0.0,0,31.7,14.2,232,1011.5,50.0,16.0,578,2.1
26.2,26.2,12.9,43.73,0.0,0,35.3,20.9,260,1011.3,7.2,16.0,620,2.2
25.8,25.8,12.2,42.74,0.0,0,33.5,21.3,271,1010.9,1.6,16.0,396,1.4
25.2,25.2,12.1,44.18,0.0,0,29.5,19.1,280,1011.3,1.6,16.0,213,0.8
23.5,23.5,12.2,48.95,0.0,0,22.3,14.7,271,1011.6,1.4,16.0,56,0.2
20.8,20.8,12.2,57.68,0.0,0,20.5,9.9,290,1012.1,2.9,16.0,3,0.0
19.3,19.3,11.4,59.92,0.0,0,16.6,9.6,293,1012.3,2.9,16.0,0,0.0
16.5,16.5,10.9,69.36,0.0,0,14.8,11.1,292,1013.2,2.9,16.0,0,0.0
13.5,13.5,10.8,83.74,0.0,0,14.8,5.8,266,1013.4,2.9,16.0,0,0.0
12.8,12.8,11.2,90.41,0.0,0,13.0,1.1,346,1014.1,2.9,16.0,0,0.0
11.3,11.3,10.2,93.12,0.0,0,13.0,1.7,343,1014.2,1.4,16.0,0,0.0
10.3,10.3,9.2,92.95,0.0,0,13.0,0.9,346,1013.9,1.4,16.0,0,0.0
9.5,9.5,8.9,95.82,0.0,0,11.2,0.7,348,1013.5,0.0,4.3,0,0.0
10.5,10.5,9.5,93.57,0.0,0,11.2,0.1,357,1014.1,0.8,5.6,0,0.0
9.1,9.1,8.7,97.63,0.0,0,11.2,0.8,346,1014.4,1.6,16.0,1,0.0
10.7,10.7,9.6,93.26,0.0,0,11.2,0.0,0,1015.0,1.6,16.0,65,0.2
14.7,14.7,13.6,93.12,0.0,0,11.2,0.1,358,1015.3,1.6,16.0,214,0.8
20.0,20.0,12.4,61.6,0.0,0,13.0,4.6,305,1015.6,0.9,16.0,388,1.4
21.7,21.7,12.3,55.27,0.0,0,16.6,8.1,297,1015.9,0.0,16.0,578,2.1
22.3,22.3,12.3,53.14,0.0,0,18.4,1.2,353,1015.8,0.9,16.0,729,2.6
22.9,22.9,13.3,54.91,0.0,0,18.4,5.8,230,1015.8,0.9,16.0,864,3.1
23.9,23.9,13.3,51.59,0.0,0,20.5,8.3,275,1015.3,35.2,16.0,1043,3.8
24.3,24.3,12.9,48.81,0.0,0,20.5,0.4,355,1015.3,56.8,16.0,323,1.2
23.9,23.9,13.0,50.5,0.0,0,20.5,7.8,261,1015.5,90.6,16.0,607,2.2
24.9,24.9,13.4,48.6,0.0,0,20.5,10.4,201,1015.3,99.8,16.0,490,1.8
25.5,25.5,13.8,48.56,0.0,0,20.5,5.6,240,1014.9,88.4,16.0,234,0.8
25.0,25.0,13.3,48.38,0.0,0,18.4,4.9,301,1014.4,4.5,16.0,383,1.4
25.0,25.0,13.4,48.45,0.0,0,14.8,7.1,306,1014.0,80.9,16.0,218,0.8
23.9,23.9,13.9,53.42,0.0,0,13.0,0.9,356,1013.9,77.9,16.0,67,0.2
21.4,21.4,13.9,62.28,0.0,0,11.2,0.0,0,1014.4,1.6,16.0,4,0.0
17.6,17.6,15.0,85.01,0.0,0,11.2,0.2,11,1015.1,1.6,14.3,0,0.0
16.0,16.0,13.9,87.45,0.0,0,9.4,0.0,0,1015.8,1.6,16.0,0,0.0
14.9,14.9,13.5,91.11,0.0,0,7.6,0.0,0,1016.4,77.9,16.0,0,0.0
14.7,14.7,13.5,92.22,0.0,0,7.6,0.0,0,1016.6,1.6,16.0,0,0.0
13.9,13.9,12.4,91.2,0.0,0,5.4,0.7,349,1016.7,1.6,9.1,0,0.0
12.8,12.8,12.5,98.09,0.0,0,5.4,0.6,356,1016.3,1.6,6.6,0,0.0
13.3,13.3,12.4,94.81,0.0,0,7.6,0.0,0,1016.4,1.6,9.1,0,0.0
13.1,13.1,12.3,94.88,0.0,0,7.6,0.0,0,1016.3,0.5,7.3,0,0.0
11.8,11.8,11.1,95.22,0.0,0,9.4,0.0,0,1016.6,0.9,3.1,0,0.0
12.3,12.3,11.8,96.9,0.0,0,9.4,0.0,0,1017.5,0.0,3.5,66,0.2
17.0,17.0,15.9,93.32,0.0,0,9.4,0.2,360,1017.6,0.9,16.0,206,0.7
22.2,22.2,16.1,68.34,0.0,0,9.4,0.0,0,1017.4,0.9,16.0,392,1.4
24.3,24.3,15.5,57.89,0.0,0,9.4,0.0,0,1017.9,0.9,16.0,570,2.1
24.9,24.9,15.0,54.02,0.0,0,11.2,0.8,37,1018.0,0.9,16.0,166,0.6
24.0,24.0,15.6,59.27,0.0,0,13.0,0.9,321,1018.3,94.2,16.0,254,0.9
25.7,25.7,14.4,49.89,0.0,0,13.0,4.9,316,1017.9,36.4,16.0,947,3.4
26.2,26.2,15.0,50.19,0.0,0,14.8,5.5,195,1017.6,80.9,16.0,216,0.8
26.8,27.2,15.7,50.58,0.0,0,14.8,5.6,285,1017.8,77.9,16.0,361,1.3
27.7,27.9,15.6,47.68,0.0,0,14.8,7.1,220,1017.3,35.2,16.0,248,0.9
27.2,27.6,16.1,50.98,0.0,0,14.8,11.4,165,1017.0,77.9,16.0,635,2.3
26.7,27.2,15.8,51.17,0.0,0,14.8,10.7,149,1017.1,30.6,16.0,471,1.7
26.1,26.1,14.6,49.02,0.0,0,16.6,13.4,159,1016.9,11.3,16.0,167,0.6
25.1,25.1,16.1,57.42,0.0,0,16.6,14.9,152,1016.1,4.7,16.0,57,0.2
23.3,23.3,15.7,62.23,0.0,0,18.4,7.9,162,1016.6,2.9,16.0,4,0.0
20.2,20.2,15.1,72.52,0.0,0,18.4,6.0,175,1016.5,1.6,11.7,0,0.0
17.8,17.8,15.6,87.3,0.0,0,16.6,1.0,40,1016.7,1.6,16.0,0,0.0
15.7,15.7,14.2,90.45,0.0,0,20.5,1.0,44,1016.4,1.6,16.0,0,0.0
15.1,15.1,13.7,91.51,0.0,0,20.5,0.2,12,1016.3,1.6,16.0,0,0.0
14.9,14.9,14.2,95.4,0.0,0,18.4,1.2,38,1015.6,0.0,6.4,0,0.0
16.7,16.7,15.3,91.57,0.0,0,18.4,0.2,350,1015.6,55.8,16.0,0,0.0
15.7,15.7,14.8,94.44,0.0,0,18.4,0.8,336,1015.1,48.3,16.0,0,0.0
15.0,15.0,14.4,96.47,0.0,0,18.4,0.8,36,1015.2,6.6,2.5,0,0.0
15.0,15.0,14.2,95.16,0.0,0,20.5,0.9,320,1014.9,31.6,9.1,0,0.0
15.0,15.0,14.1,94.84,0.0,0,20.5,0.2,351,1014.5,2.1,7.4,57,0.2
18.6,18.6,16.2,85.67,0.0,0,24.1,6.0,234,1014.0,1.4,16.0,95,0.3
20.9,20.9,16.3,74.95,0.0,0,25.9,12.8,239,1013.6,1.4,16.0,393,1.4
23.9,23.9,17.8,69.02,0.0,0,25.9,9.7,229,1012.9,1.6,16.0,561,2.0
25.7,25.7,19.3,67.78,0.0,0,27.7,13.0,230,1011.9,4.7,16.0,456,1.6
26.7,28.1,20.0,66.59,0.0,0,32.3,22.5,210,1011.3,43.7,16.0,612,2.2
28.3,30.3,20.6,62.91,0.0,0,37.7,22.8,211,1010.4,50.6,14.3,802,2.9
28.4,30.4,20.6,62.84,0.0,0,38.9,24.8,228,1009.3,84.0,14.3,948,3.4
28.5,30.6,20.6,62.36,0.0,0,46.4,26.6,246,1008.7,35.5,14.1,76,0.3
23.1,23.1,19.3,79.53,1.774,100,52.6,25.4,295,1008.2,94.1,3.5,9,0.0
21.6,21.6,17.9,79.56,12.988,100,61.1,10.4,308,1008.7,56.0,15.7,169,0.6
23.9,23.9,17.9,69.41,0.005,100,35.3,13.3,290,1008.5,1.4,16.0,386,1.4
24.5,24.5,17.9,66.62,0.0,0,31.3,13.6,293,1008.1,1.6,16.0,210,0.8
23.9,23.9,18.3,70.63,0.44,100,29.5,11.3,271,1008.5,1.6,16.0,85,0.3
21.8,21.8,18.3,80.58,0.0,0,25.9,8.1,260,1008.6,25.3,16.0,4,0.0
19.2,19.2,17.9,92.2,0.0,0,24.1,6.1,263,1009.0,4.7,16.0,0,0.0
20.2,20.2,16.9,81.2,0.0,0,24.1,8.7,283,1009.6,0.9,16.0,0,0.0
20.1,20.1,15.7,75.72,0.0,0,25.9,11.9,301,1009.9,0.0,16.0,0,0.0
19.5,19.5,15.1,75.87,0.0,0,27.7,14.6,311,1010.0,0.0,16.0,0,0.0
18.9,18.9,15.1,78.67,0.0,0,29.5,13.0,331,1010.0,0.0,16.0,0,0.0
18.3,18.3,15.0,81.17,0.0,0,29.5,14.1,323,1010.1,1.6,16.0,0,0.0
17.9,17.9,15.0,83.51,0.0,0,29.5,11.3,330,1010.4,1.6,16.0,0,0.0
16.8,16.8,15.0,89.34,0.0,0,31.3,8.4,295,1010.9,1.6,16.0,0,0.0
16.8,16.8,15.0,89.34,0.0,0,29.5,13.2,322,1011.2,1.4,16.0,1,0.0
16.8,16.8,15.1,89.71,0.0,0,29.5,8.2,321,1012.2,56.0,16.0,28,0.1
17.9,17.9,15.1,83.44,0.0,0,29.5,11.2,322,1012.9,100.0,16.0,98,0.4
18.9,18.9,15.1,78.8,0.0,0,27.7,14.3,339,1013.2,90.3,16.0,223,0.8
20.7,20.7,15.7,73.32,0.0,0,27.7,13.3,2,1013.6,98.8,16.0,285,1.0
20.7,20.7,15.1,70.35,0.0,0,29.5,17.8,331,1014.2,88.4,16.0,868,3.1
22.3,22.3,15.1,63.73,0.0,0,25.9,12.0,356,1014.1,83.4,16.0,492,1.8
23.0,23.0,15.1,61.22,0.0,0,27.7,16.8,327,1013.8,88.4,16.0,965,3.5
24.5,24.5,15.2,56.12,0.0,0,27.7,11.7,323,1013.8,79.1,16.0,940,3.4
25.2,25.2,15.4,54.87,0.0,0,27.7,11.6,314,1013.5,4.7,16.0,557,2.0
25.7,25.7,14.8,50.97,0.0,0,29.5,10.8,339,1013.5,25.3,16.0,335,1.2
25.2,25.2,13.8,49.32,0.0,0,31.7,15.3,312,1013.9,47.5,16.0,537,1.9
25.2,25.2,13.8,49.17,0.0,0,24.1,13.5,332,1013.6,48.1,16.0,396,1.4
25.1,25.1,12.9,46.53,0.0,0,22.3,15.0,15,1013.3,1.6,16.0,207,0.7
23.9,23.9,12.0,47.1,0.0,0,18.4,12.5,357,1013.1,0.9,16.0,57,0.2
19.7,19.7,13.3,66.61,0.0,0,16.6,1.3,353,1013.2,0.9,16.0,2,0.0
16.3,16.3,13.9,85.77,0.0,0,14.8,0.8,360,1013.4,0.9,14.3,0,0.0
15.7,15.7,13.5,87.09,0.0,0,13.0,0.0,0,1013.7,0.9,16.0,0,0.0
15.0,15.0,13.5,90.97,0.0,0,11.2,0.2,349,1013.6,1.6,14.3,0,0.0
14.0,14.0,13.2,94.67,0.0,0,11.2,4.8,218,1013.5,2.9,11.7,0,0.0
14.0,14.0,13.1,94.6,0.0,0,9.4,6.5,268,1013.4,2.2,16.0,0,0.0
12.9,12.9,12.5,97.53,0.0,0,11.2,5.4,272,1013.1,2.2,10.8,0,0.0
12.5,12.5,11.6,94.2,0.0,0,11.2,0.8,329,1012.9,1.4,3.2,0,0.0
12.9,12.9,12.0,94.42,0.0,0,14.8,0.8,335,1012.9,1.4,7.4,0,0.0
11.8,11.8,11.5,97.72,0.0,0,13.0,5.7,231,1013.1,1.9,2.3,0,0.0
12.3,12.3,11.8,96.91,0.0,0,13.0,4.8,244,1013.4,0.0,5.2,54,0.2
18.1,18.1,15.0,82.2,0.0,0,13.0,5.4,288,1013.6,19.9,16.0,205,0.7
21.1,21.1,14.6,66.25,0.0,0,14.8,7.6,336,1013.7,0.9,16.0,385,1.4
23.8,23.8,14.1,54.65,0.0,0,18.4,8.0,322,1013.6,0.9,16.0,566,2.0
25.0,25.0,12.8,46.62,0.0,0,20.5,6.4,328,1013.4,0.9,16.0,726,2.6
25.7,25.7,14.3,49.31,0.0,0,20.5,6.4,340,1013.3,0.9,16.0,842,3.0
26.2,26.2,14.3,47.93,0.0,0,27.7,13.1,302,1013.0,4.0,16.0,917,3.3
26.8,27.0,14.4,46.69,0.0,0,22.3,10.0,290,1012.8,29.6,16.0,964,3.5
27.2,27.4,14.8,46.72,0.0,0,25.9,9.7,280,1012.3,8.4,16.0,911,3.3
