temp,feelslike,dew,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy
28.8,30.5,19.9,58.74,0.0,0,14.8,12.0,242,1014.4,80.9,16.0,807,2.9
30.8,32.2,19.0,49.48,0.0,0,20.5,11.1,218,1013.4,1.6,16.0,567,2.0
31.1,32.6,19.1,48.82,0.0,0,20.5,15.0,169,1012.7,1.6,16.0,424,1.5
30.7,32.6,20.0,53.06,0.0,0,29.5,19.4,204,1012.4,0.9,16.0,237,0.9
28.1,29.5,19.5,59.64,0.0,0,14.8,10.0,215,1012.4,32.6,16.0,75,0.3
26.3,26.3,20.6,70.92,0.0,0,13.0,1.4,315,1012.7,2.9,16.0,3,0.0
24.6,24.6,20.1,76.03,0.0,0,13.0,7.6,160,1013.1,26.5,14.3,0,0.0
22.6,22.6,20.1,85.66,0.0,0,9.4,1.1,44,1013.1,26.5,16.0,0,0.0
22.6,22.6,19.5,83.11,0.0,0,13.0,7.5,231,1012.9,12.8,16.0,0,0.0
23.0,23.0,19.5,81.05,0.0,0,9.4,7.8,170,1012.7,2.9,15.9,0,0.0
22.4,22.4,19.5,83.65,0.0,0,13.0,5.7,198,1012.3,1.6,16.0,0,0.0
21.4,21.4,19.0,86.29,0.0,0,9.4,7.5,216,1012.1,1.6,16.0,0,0.0
20.9,20.9,18.9,88.56,0.0,0,9.4,0.8,337,1011.7,1.6,16.0,0,0.0
20.8,20.8,18.9,89.16,0.0,0,9.4,4.7,110,1011.3,1.6,14.3,0,0.0
21.3,21.3,19.4,88.89,0.0,0,9.4,12.8,284,1011.5,84.2,14.2,0,0.0
20.9,20.9,19.5,91.62,0.0,0,9.4,1.1,320,1011.0,3.0,10.1,46,0.2
22.4,22.4,20.7,90.06,0.0,0,11.2,5.8,228,1011.4,83.9,11.3,61,0.2
22.9,22.9,20.7,86.98,0.0,0,13.0,6.3,186,1011.6,55.8,13.0,105,0.4
23.8,23.8,20.7,82.88,0.056,100,14.8,7.6,247,1011.4,2.4,12.7,251,0.9
24.0,24.0,20.7,82.06,0.0,0,16.6,12.8,277,1011.6,25.2,14.1,153,0.6
24.0,24.0,20.2,79.04,0.0,0,16.6,13.2,282,1011.9,89.5,16.0,264,1.0
25.6,25.6,20.7,74.38,0.0,0,20.5,11.8,300,1011.9,89.3,16.0,364,1.3
27.1,28.6,20.1,65.37,0.0,0,22.3,11.7,266,1011.5,50.6,16.0,245,0.9
28.3,30.0,20.0,60.82,0.0,0,22.3,10.5,300,1011.0,35.2,16.0,1024,3.7
27.9,29.6,19.9,61.82,0.0,0,31.7,19.4,302,1010.9,54.6,16.0,348,1.3
28.3,30.0,20.0,60.64,0.0,0,27.7,18.0,292,1010.8,55.6,16.0,548,2.0
28.3,29.5,18.9,56.91,0.0,0,27.7,15.2,282,1010.7,84.0,16.0,329,1.2
26.4,26.4,18.9,63.14,0.0,0,38.9,23.3,325,1010.7,25.5,16.0,93,0.3
25.8,25.8,19.9,69.9,0.0,0,24.1,13.8,339,1011.1,88.4,16.0,65,0.2
24.4,24.4,17.9,66.9,0.0,0,22.3,13.0,349,1011.4,8.4,16.0,5,0.0
23.3,23.3,18.3,73.63,0.0,0,14.8,9.4,348,1011.8,2.9,16.0,0,0.0
22.8,22.8,18.9,78.65,0.0,0,18.4,8.1,340,1012.4,82.2,16.0,0,0.0
22.7,22.7,18.9,78.8,0.0,0,16.6,9.2,341,1012.6,89.0,16.0,0,0.0
22.0,22.0,18.9,82.26,0.0,0,14.8,9.0,353,1012.8,82.5,16.0,0,0.0
21.1,21.1,18.9,86.97,0.0,0,14.8,9.3,6,1012.6,36.0,16.0,0,0.0
21.0,21.0,18.6,86.16,0.0,0,14.8,7.8,30,1013.0,81.7,16.0,0,0.0
20.5,20.5,17.9,85.38,0.0,0,13.0,9.4,33,1013.5,89.8,16.0,0,0.0
18.9,18.9,15.6,81.52,0.0,0,13.0,9.8,36,1013.9,55.2,16.0,0,0.0
16.0,16.0,14.3,89.72,0.0,0,13.0,1.1,6,1014.1,2.1,16.0,4,0.0
17.9,17.9,14.8,82.46,0.0,0,14.8,7.7,29,1014.7,1.6,16.0,84,0.3
19.4,19.4,15.4,78.02,0.0,0,18.4,5.8,42,1015.0,1.6,16.0,220,0.8
21.2,21.2,15.8,71.48,0.0,0,16.6,11.2,37,1015.5,1.6,16.0,487,1.8
21.3,21.3,16.0,71.56,0.0,0,14.8,1.6,8,1015.5,77.1,16.0,213,0.8
22.8,22.8,16.0,65.47,0.0,0,13.0,8.3,352,1015.4,83.4,16.0,845,3.0
24.3,24.3,15.5,57.95,0.0,0,14.8,7.4,8,1015.3,83.7,16.0,244,0.9
24.0,24.0,14.3,54.54,0.0,0,14.8,11.1,303,1015.7,81.2,16.0,262,0.9
25.2,25.2,13.8,49.47,0.0,0,16.6,9.3,286,1014.9,84.7,16.0,1058,3.8
26.1,26.1,13.8,46.59,0.0,0,16.6,9.2,265,1014.4,36.4,16.0,921,3.3
25.8,25.8,12.9,44.85,0.0,0,18.4,6.7,255,1014.0,29.6,16.0,846,3.0
25.9,25.9,13.3,45.87,0.0,0,18.4,1.1,343,1013.6,25.3,16.0,624,2.2
26.2,26.2,13.3,44.86,0.0,0,16.6,7.2,52,1013.2,7.2,16.0,440,1.6
25.7,25.7,13.3,46.23,0.0,0,14.8,6.3,345,1012.9,6.1,16.0,231,0.8
25.1,25.1,13.0,47.1,0.0,0,13.0,12.4,356,1012.7,1.9,16.0,90,0.3
23.3,23.3,13.0,52.34,0.0,0,13.0,7.6,48,1012.7,89.0,16.0,5,0.0
19.4,19.4,13.7,69.61,0.0,0,11.2,5.8,70,1013.0,36.4,16.0,0,0.0
19.1,19.1,14.1,72.97,0.0,0,7.6,5.7,75,1013.3,26.5,16.0,0,0.0
20.5,20.5,15.7,73.97,0.0,0,9.4,10.9,110,1012.9,98.4,16.0,0,0.0
20.6,20.6,15.7,73.64,0.0,0,9.4,7.9,108,1013.3,98.4,16.0,0,0.0
20.7,20.7,15.7,73.07,0.0,0,9.4,9.4,83,1013.2,100.0,16.0,0,0.0
20.7,20.7,16.1,74.79,0.0,0,9.4,10.9,108,1012.6,90.6,16.0,0,0.0
20.7,20.7,15.6,72.56,0.0,0,9.4,12.5,110,1012.1,99.8,16.0,0,0.0
20.7,20.7,15.0,69.9,0.0,0,7.6,9.6,112,1011.8,90.6,16.0,0,0.0
20.1,20.1,15.0,72.37,0.0,0,9.4,7.8,102,1011.6,100.0,16.0,1,0.0
20.1,20.1,15.6,75.44,0.0,0,18.4,7.5,129,1011.6,100.0,16.0,32,0.1
20.8,20.8,16.1,74.36,0.0,0,25.9,1.3,29,1011.5,100.0,16.0,85,0.3
20.8,20.8,15.2,70.38,0.0,0,24.1,10.7,141,1011.3,100.0,16.0,84,0.3
21.3,21.3,15.7,70.43,0.0,0,22.3,10.0,150,1011.1,89.2,16.0,141,0.5
20.8,20.8,16.1,74.94,0.0,0,22.3,10.6,183,1010.7,90.6,15.8,112,0.4
19.9,19.9,17.2,84.55,0.093,100,13.0,5.5,200,1010.8,100.0,13.4,100,0.4
19.9,19.9,17.3,84.79,0.078,100,14.8,0.7,329,1011.0,100.0,9.6,149,0.5
20.9,20.9,17.9,82.84,0.194,100,22.3,0.8,10,1010.5,100.0,15.0,387,1.4
22.7,22.7,17.4,72.36,0.005,100,22.3,6.6,262,1010.2,98.6,15.8,345,1.2
22.8,22.8,17.4,71.75,0.0,0,22.3,1.1,21,1009.4,97.8,15.8,968,3.5
24.2,24.2,17.3,65.48,0.0,0,20.5,10.8,172,1008.7,37.7,16.0,268,1.0
23.3,23.3,17.9,71.42,0.0,0,18.4,11.0,171,1008.3,89.0,16.0,130,0.5
19.9,19.9,17.9,88.07,0.0,0,37.1,10.3,317,1008.3,99.6,4.9,276,1.0
21.2,21.2,18.3,83.98,0.061,100,14.8,7.5,302,1008.5,57.2,15.8,61,0.2
20.7,20.7,18.4,86.73,0.005,100,14.8,10.5,296,1009.1,55.6,14.3,6,0.0
19.4,19.4,16.8,85.06,0.0,0,14.8,11.2,318,1010.0,89.0,16.0,0,0.0
18.0,18.0,15.2,83.8,0.0,0,14.8,6.1,312,1010.3,2.9,16.0,0,0.0
17.2,17.2,15.1,87.55,0.0,0,14.8,9.2,307,1010.4,2.9,16.0,0,0.0
17.7,17.7,14.5,81.27,0.0,0,13.0,14.0,327,1010.7,87.2,16.0,0,0.0
16.7,16.7,14.0,84.13,0.0,0,11.2,7.8,299,1010.2,43.7,15.8,0,0.0
16.7,16.7,14.4,86.54,0.0,0,13.0,7.8,291,1010.2,54.4,15.8,0,0.0
16.8,16.8,14.5,86.24,0.0,0,14.8,6.0,310,1010.1,90.4,15.8,0,0.0
16.2,16.2,14.5,89.26,0.0,0,16.6,10.7,308,1010.4,99.8,15.8,0,0.0
16.3,16.3,14.0,86.42,0.0,0,18.4,8.8,309,1010.6,90.6,15.8,2,0.0
16.8,16.8,14.5,86.18,0.0,0,18.4,9.8,323,1010.7,100.0,15.8,32,0.1
17.3,17.3,14.5,83.49,0.0,0,20.5,12.8,330,1010.9,100.0,15.8,67,0.2
18.8,18.8,15.1,78.82,0.0,0,25.9,16.6,339,1011.2,86.7,15.8,292,1.1
18.9,18.9,14.5,76.1,0.0,0,22.3,14.6,348,1012.0,90.6,15.8,161,0.6
19.5,19.5,14.5,73.01,0.0,0,24.1,16.9,357,1012.3,100.0,15.8,239,0.9
21.6,21.6,15.1,66.69,0.0,0,24.1,10.2,21,1012.3,90.6,15.8,367,1.3
22.9,22.9,14.5,59.47,0.0,0,24.1,16.7,313,1012.3,32.1,15.8,529,1.9
23.4,23.4,15.0,59.26,0.0,0,24.1,9.6,340,1012.0,2.9,15.8,737,2.7
24.4,24.4,14.8,55.1,0.0,0,29.5,8.0,5,1011.5,1.9,15.8,832,3.0
25.7,25.7,14.3,49.36,0.0,0,22.3,13.2,4,1011.1,1.6,15.8,837,3.0
26.2,26.2,13.9,46.77,0.0,0,22.3,15.9,316,1010.9,47.8,16.0,170,0.6
24.7,24.7,13.4,49.66,0.0,0,27.7,16.4,328,1010.9,35.5,16.0,428,1.5
25.7,25.7,13.4,46.5,0.0,0,20.5,8.5,327,1010.7,2.9,16.0,241,0.9
25.0,25.0,13.4,48.45,0.0,0,18.4,9.4,329,1010.9,1.6,16.0,82,0.3
20.6,20.6,14.8,69.71,0.0,0,13.0,0.3,358,1011.2,0.9,16.0,5,0.0
17.1,17.1,14.5,84.73,0.0,0,11.2,0.3,9,1011.5,1.6,14.2,0,0.0
15.6,15.6,14.0,90.48,0.0,0,11.2,1.0,31,1011.6,0.9,15.9,0,0.0
14.6,14.6,13.6,93.62,0.0,0,11.2,0.8,31,1011.9,0.9,16.0,0,0.0
16.2,16.2,14.5,89.51,0.0,0,9.4,4.6,249,1012.3,89.0,16.0,0,0.0
15.5,15.5,14.1,91.73,0.0,0,11.2,0.0,0,1012.5,4.7,16.0,0,0.0
13.9,13.9,13.2,95.53,0.0,0,9.4,5.7,273,1011.9,1.6,4.9,0,0.0
14.3,14.3,13.5,95.2,0.0,0,9.4,0.1,4,1011.6,0.9,11.7,0,0.0
12.2,12.2,11.3,94.09,0.0,0,9.4,0.0,0,1012.2,0.0,6.3,0,0.0
11.8,11.8,11.0,95.14,0.0,0,13.0,1.5,342,1012.7,0.9,9.1,3,0.0
12.4,12.4,11.5,94.02,0.0,0,11.2,0.1,358,1013.1,0.9,13.4,83,0.3
17.0,17.0,14.9,87.31,0.0,0,11.2,1.0,346,1012.9,0.0,16.0,215,0.8
21.7,21.7,14.3,62.89,0.0,0,13.0,5.0,267,1013.2,0.0,16.0,394,1.4
23.4,23.4,13.3,52.91,0.0,0,14.8,7.5,249,1013.3,0.0,16.0,590,2.1
25.0,25.0,14.9,53.3,0.0,0,16.6,9.4,214,1013.3,0.0,16.0,758,2.7
26.6,26.6,14.3,46.8,0.0,0,16.6,14.8,247,1013.3,0.9,16.0,871,3.1
27.3,27.3,13.9,43.64,0.0,0,16.6,11.1,232,1013.0,0.9,16.0,914,3.3
28.3,28.1,13.9,41.22,0.0,0,16.6,14.6,239,1012.7,0.9,16.0,859,3.1
28.9,28.7,15.1,43.09,0.0,0,16.6,16.3,252,1012.3,1.6,16.0,797,2.9
28.9,28.7,14.9,42.7,0.0,0,31.7,16.0,220,1012.0,25.3,16.0,697,2.5
28.9,28.5,13.9,39.98,0.0,0,35.3,16.1,249,1011.9,4.0,16.0,553,2.0
28.9,28.7,14.9,42.61,0.0,0,18.4,16.0,267,1011.8,0.9,16.0,411,1.5
28.0,27.9,14.3,43.07,0.0,0,18.4,16.5,221,1011.7,0.9,16.0,208,0.7
26.3,26.3,14.4,48.01,0.0,0,22.3,8.0,222,1011.6,0.9,16.0,71,0.3
24.1,24.1,14.5,55.13,0.0,0,22.3,9.8,218,1011.6,0.9,16.0,4,0.0
20.5,20.5,15.0,70.57,0.0,0,20.5,8.3,220,1011.9,0.9,16.0,0,0.0
19.0,19.0,14.4,74.88,0.0,0,20.5,8.3,237,1012.0,0.9,16.0,0,0.0
17.9,17.9,14.4,80.29,0.0,0,20.5,6.4,230,1012.2,0.9,16.0,0,0.0
15.3,15.3,13.6,89.54,0.0,0,18.4,6.3,220,1012.6,0.9,16.0,0,0.0
14.3,14.3,13.2,93.11,0.0,0,16.6,6.1,237,1012.3,0.9,14.3,0,0.0
13.7,13.7,12.5,92.74,0.0,0,18.4,6.2,247,1012.5,0.9,14.3,0,0.0
13.2,13.2,12.6,95.94,0.0,0,18.4,1.0,328,1012.5,0.5,5.1,0,0.0
13.9,13.9,12.5,91.19,0.0,0,20.5,1.0,320,1012.2,0.9,13.4,0,0.0
13.6,13.6,12.6,93.67,0.0,0,20.5,1.9,324,1012.1,1.6,14.3,3,0.0
